"obs_id","obs_name","lat","lon","gov_agency","addr","etc_addr","rel_river","opened_at","first_at","last_at","data_key","created_at","updated_at"
"20224030","김해시(전하동)","35-12-01","128-51-47","환경부","경상남도 김해시","전하동 1227-2","낙동강","1988-01-01","1988-01-01","2024072400:00:00","20240724","1988-01-01","20240724"
"20224040","양산시(양산교)","35-21-27","129-02-10","환경부","경상남도 양산시","신기동 600 (양산교)","낙동강","1996-06-01","1996-06-01","2024072400:00:00","20240724","1996-06-01","20240724"
"20224050","밀양시(삼랑진교)","35-22-57","128-49-18","환경부","경상남도 밀양시","삼랑진읍 삼랑리 854 (삼랑진교)","낙동강","1996-10-15","1996-10-15","2024072400:00:00","20240724","1996-10-15","20240724"
"20224060","부산시(구포대교)","35-12-13","128-59-37","환경부","부산광역시 북구","구포동 1065-1 (구포대교)","낙동강","2006-01-25","2006-01-25","2024072400:00:00","20240724","2006-01-25","20240724"
"21014010","포항시(현내리)","36-04-32","129-11-43","환경부","경상북도 포항시","북구 기계면 현내리 1112","형산강","1962-11-01","1983-06-12","2024072400:00:00","20240724","1983-06-12","20240724"
"21014020","경주시(시래동)","35-46-22","129-18-14","환경부","경상북도 경주시","시래동 945-49 (시래교 인근)","형산강","1962-01-01","1981-06-10","2024072400:00:00","20240724","1981-06-10","20240724"
"21014040","경주시(신평리)","35-51-31","129-05-06","환경부","경상북도 경주시","건천읍 신평리 1267","형산강","1998-06-01","1998-06-01","2024072400:00:00","20240724","1998-06-01","20240724"
"21014050","포항시(용기리)","36-07-06","129-09-18","환경부","경상북도 포항시","북구 기북면 관천리 593","형산강","1998-06-01","1998-06-01","2024072400:00:00","20240724","1998-06-01","20240724"
"21014060","경주시(옥산리)","35-59-42","129-10-45","환경부","경상북도 경주시","안강읍 옥산리 464-2","형산강","1998-06-01","1998-06-01","2024072400:00:00","20240724","1998-06-01","20240724"
"21014070","경주시(서천교)","35-50-17","129-12-06","환경부","경상북도 경주시","서악동 1491-1 (서천교)","형산강","1998-06-01","1998-06-01","2024072400:00:00","20240724","1998-06-01","20240724"
"21014080","경주시(검단리)","35-55-58","129-12-28","환경부","경상북도 경주시","안강읍 검단리 1468-28","형산강","1998-06-01","1998-06-01","2024072400:00:00","20240724","1998-06-01","20240724"
"21014090","울산시(봉월초교)","35-42-05","129-12-25","환경부","울산광역시 울주군","두동면 봉계리 1030-3 (봉월초교)","형산강","1998-06-01","1998-06-01","2024072400:00:00","20240724","1998-06-01","20240724"
"21014100","경주시(달성교)","36-03-07","129-14-18","환경부","경상북도 경주시","안강읍 노당리 1503 (달성교)","형산강","1998-06-01","1998-06-01","2024072400:00:00","20240724","1998-06-01","20240724"
"21014110","경주시(화산리)","35-55-21","129-17-25","환경부","경상북도 경주시","천북면 화산리 산86-2","형산강","1998-06-01","1998-06-01","2024072400:00:00","20240724","1998-06-01","20240724"
"21014120","경주시(박달리)","35-44-51","129-08-51","환경부","경상북도 경주시","내남면 박달리 2069-2","형산강","1998-06-01","1998-06-01","2024072400:00:00","20240724","1998-06-01","20240724"
"21014130","경주시(덕동)","35-50-36","129-19-17","환경부","경상북도 경주시","덕동 산44-4","형산강","1998-06-01","1998-06-01","2024072400:00:00","20240724","1998-06-01","20240724"
"21014140","경주시(국당리)","35-59-39","129-17-46","환경부","경상북도 경주시","강동면 국당리 산92","형산강","1998-06-01","1998-06-01","2024072400:00:00","20240724","1998-06-01","20240724"
"22014010","울산시(덕현리)","35-36-30","129-02-28","환경부","울산광역시 울주군","상북면 덕현리 1199-1 (가지산터널관리사무소)","태화강","1962-04-01","1982-06-03","2024072400:00:00","20240724","1982-06-03","20240724"
"22014020","울산시(신답교)","35-37-47","129-20-45","환경부","울산광역시 북구","상안동 320-1 (신답교)","태화강","1962-04-01","1976-06-01","2024072400:00:00","20240724","1976-06-01","20240724"
"22014030","울산시(삼동초교)","35-31-25","129-09-31","환경부","울산광역시 울주군","삼동면 하잠리 953-2 (삼동초교)","태화강","1962-09-01","1978-06-03","2024072400:00:00","20240724","1978-06-03","20240724"
"22014040","척과","35-36-44","129-16-43","기타","울산광역시 울주군","범서면 척과리 척과초등학교","태화강","1990-01-01","1991-04-03","2008121600:00:00","20240724","1991-04-03","20081216"
"22014050","경주시(연안리)","35-43-19","129-19-24","환경부","경상북도 경주시","외동읍 연안리 80-7","태화강","1962-09-01","1980-06-01","2024072400:00:00","20240724","1980-06-01","20240724"
"22014054","울산시(사연댐)","35-34-40","129-11-46","한국수자원공사","울산광역시 울주군 범서읍 사연리","산 96-2","태화강","1965-12-31","2015-07-14","2024072400:00:00","20240724","2015-07-14","20240724"
"22014060","울산시(대암댐)","35-32-43","129-10-59","한국수자원공사","울산광역시 울주군 언양읍 구수리","","태화강","1969-12-31","2015-07-14","2024072400:00:00","20240724","2015-07-14","20240724"
"22014080","울산시(태화교)","35-33-10","129-18-33","환경부","울산광역시 중구","성남동 337 (태화교)","태화강","2000-01-01","2000-03-02","2024072400:00:00","20240724","2000-03-02","20240724"
"22014082","울산시(구미리)","35-39-24","129-11-46","한국수자원공사","울산광역시 울주군 두동면 구미리 566-1","","한강","2000-01-01","2015-07-14","2024072400:00:00","20240724","2015-07-14","20240724"
"22014084","울산시(천전리)","35-37-07","129-10-08","한국수자원공사","울산광역시 울주군 두동면 천전리 306","","한강","2000-01-01","2015-07-14","2024072400:00:00","20240724","2015-07-14","20240724"
"22014090","울산시(사연교)","35-34-20","129-12-16","환경부","울산광역시 울주군","범서읍 사연리 703-1 (사연교)","태화강","1962-07-01","2008-12-16","2024072400:00:00","20240724","2008-12-16","20240724"
"23014010","양산시(삼호동)","35-25-08","129-10-20","환경부","경상남도 양산시","삼호동 953","회야ㆍ수영","1962-09-01","2006-11-07","2024072400:00:00","20240724","2006-11-07","20240724"
"24014010","영양군(신원리)","36-45-42","129-12-35","환경부","경상북도 영양군","수비면 신원리 330-4 (국도 88호선 일원)","낙동강동해","1962-06-01","2008-01-19","2024072400:00:00","20240724","2008-01-19","20240724"
"24034020","포항시(문덕3교)","35-57-06","129-24-23","환경부","경상북도 포항시 남구 오천읍","문덕리 131-1","낙동강동해","2023-03-05","2023-04-19","2024072400:00:00","20240724","2023-04-19","20240724"
"25044010","부산시(을숙도)","35-06-35","128-56-53","환경부","부산광역시 사하구","하단동 1149-6번지 (홍수통제소)","낙동강남해","1974-07-01","1989-04-01","2024072400:00:00","20240724","1989-04-01","20240724"
"30014010","진안군(마을지원센터)","35-46-60","127-25-23","환경부","전라북도 진안군","진안읍 진무로 975","금강","1916-01-01","1980-06-16","2024072400:00:00","20240724","1980-06-16","20240724"
"30014020","무주군(안성초교)","35-51-56","127-39-18","환경부","전라북도 무주군","안성면 칠연로 58","금강","1960-06-01","1980-08-23","2024072400:00:00","20240724","1980-08-23","20240724"
"30014030","용담","35-56-39","127-32-10","환경부","전라북도 진안군","용담면    옥거리    용담초교","금강","1962-01-00","1980-06-01","1993120100:00:00","20240724","1980-06-01","19931201"
"30014040","장수군(장수초교)","35-38-51","127-31-22","환경부","전라북도 장수군","장수읍 향교길 11-8","금강","1962-07-01","1980-06-17","2024072400:00:00","20240724","1980-06-17","20240724"
"30014080","진안군(대불리)","35-57-42","127-21-54","환경부","전라북도 진안군","주천면 대불리 1138","금강","1973-01-01","1980-06-16","2024072400:00:00","20240724","1980-06-16","20240724"
"30014100","장수","35-38-53","127-31-22","한국수자원공사","","","금강","1900-01-01","1984-07-03","2006072000:00:00","20240724","1984-07-03","20060720"
"30014120","무주군(원통사)","35-49-02","127-41-50","환경부","전라북도 무주군","안성면 죽천리 산175-1","금강","1983-04-01","1983-07-14","2024072400:00:00","20240724","1983-07-14","20240724"
"30014130","계북","35-47-05","127-38-03","한국수자원공사","","","금강","1900-01-01","1993-01-11","2010040500:00:00","20240724","1993-01-11","20100405"
"30014140","진안군(황금리)","35-51-36","127-24-12","한국수자원공사","전라북도 진안군","부귀면 황금리 산118-9","금강","1999-06-15","2003-12-26","2024072400:00:00","20240724","2003-12-26","20240724"
"30014150","진안군(주평리)","35-48-11","127-29-10","한국수자원공사","전라북도 진안군","상전면 주평리 579-5","금강","1999-06-15","2003-12-26","2024072400:00:00","20240724","2003-12-26","20240724"
"30014160","장수군(장판리)","35-40-54","127-30-49","한국수자원공사","전라북도 장수군","천천면 장판리 418-1","금강","1999-06-15","1999-06-15","2024072400:00:00","20240724","1999-06-15","20240724"
"30014170","진안군(신괴리)","35-52-01","127-32-48","한국수자원공사","전라북도 진안군","안천면 신괴리 177-1","금강","1999-06-15","2003-12-26","2024072400:00:00","20240724","2003-12-26","20240724"
"30014180","장수군(삼봉리)","35-42-54","127-36-03","한국수자원공사","전라북도 장수군","장계면 삼봉리 748-4","금강","1999-06-15","2003-12-26","2024072400:00:00","20240724","2003-12-26","20240724"
"30014190","장수군(원촌리)","35-48-27","127-37-46","한국수자원공사","전라북도 장수군","계북면 원촌리 1050-58","금강","1999-06-15","2003-12-26","2024072400:00:00","20240724","2003-12-26","20240724"
"30014210","진안군(주양리)","35-58-04","127-25-34","한국수자원공사","전라북도 진안군","주천면 주양리 산17-9","금강","2000-01-01","2003-12-26","2024072400:00:00","20240724","2003-12-26","20240724"
"30034010","무주군(무주중앙초교)","36-00-43","127-39-47","환경부","전라북도 무주군","무주읍 읍내리 향학로 87","금강","1916-01-01","1980-06-16","2024072400:00:00","20240724","1980-06-16","20240724"
"30034020","무주군(적상초교)","35-55-54","127-39-24","환경부","전라북도 무주군","적상면 사산리 1235-1","금강","1973-01-01","1980-08-25","2024072400:00:00","20240724","1980-08-25","20240724"
"30034030","무주군(삼가리)","35-53-35","127-39-38","한국수자원공사","전라북도 무주군","적상면 삼가리 산329-1","금강","1979-09-15","1984-07-03","2024072400:00:00","20240724","1984-07-03","20240724"
"30034040","무주군(구천정수장)","35-53-09","127-46-37","환경부","전라북도 무주군","설천면 백련사길 132","금강","1983-04-01","1983-07-16","2024072400:00:00","20240724","1983-07-16","20240724"
"30034050","무주군(증산리)","35-56-47","127-50-50","한국수자원공사","전라북도 무주군","무풍면 증산리 791-2","금강","1992-07-09","1993-01-11","2024072400:00:00","20240724","1993-01-11","20240724"
"30034060","무주군(기곡리)","36-00-46","127-43-05","한국수자원공사","전라북도 무주군","설천면 기곡리 408-1","금강","1999-05-25","2001-01-16","2024072400:00:00","20240724","2001-01-16","20240724"
"30044030","금산군(선원리)","36-04-14","127-32-12","한국수자원공사","충청남도 금산군","부리면 선원리 산142","금강","1979-09-15","1984-07-03","2024072400:00:00","20240724","1984-07-03","20240724"
"30044040","영동군(산막리)","36-06-41","127-47-29","한국수자원공사","충청북도 영동군","양강면 산막리 산17-1","금강","1979-09-15","1984-07-03","2024072400:00:00","20240724","1984-07-03","20240724"
"30054010","상주시(삼포리)","36-20-19","127-57-28","환경부","경상북도 상주시","모서면 삼포리 산22-4","금강","1962-07-01","1980-06-16","2024072400:00:00","20240724","1980-06-16","20240724"
"30054020","영동군(궁촌리)","36-06-28","127-55-03","환경부","충청북도 영동군","상촌면 궁촌5길 6","금강","1973-01-01","1981-06-19","2024072400:00:00","20240724","1981-06-19","20240724"
"30054030","영동군(남성리)","36-14-09","127-54-59","한국수자원공사","충청북도 영동군","황간면 남성리 산4-1","금강","1979-09-15","1984-07-03","2024072400:00:00","20240724","1984-07-03","20240724"
"30054040","상주시(화동초교)","36-23-32","127-57-07","환경부","경상북도 상주시","화동면 이소1길 78","금강","1982-08-01","1982-08-11","2024072400:00:00","20240724","1982-08-11","20240724"
"30054050","상주시(화령초교)","36-26-51","127-57-08","환경부","경상북도 상주시","화서면 화령로 57","금강","1982-08-01","1982-08-11","2024072400:00:00","20240724","1982-08-11","20240724"
"30054060","영동군(웅북리)","36-15-25","128-01-13","환경부","충청북도 영동군","추풍령면 웅북리 555-11","금강","1984-03-05","1985-06-28","2024072400:00:00","20240724","1985-06-28","20240724"
"30054070","상주시(득수리)","36-19-52","127-54-01","한국수자원공사","경상북도 상주시","모서면 득수리 250-1","금강","1999-05-25","2001-01-16","2024072400:00:00","20240724","2001-01-16","20240724"
"30054080","영동군(궁촌리2)","36-19-52","127-55-44","한국수자원공사","충청북도 영동군","상촌면 궁촌리 128-1","금강","1999-05-25","2001-01-16","2024072400:00:00","20240724","2001-01-16","20240724"
"30064020","옥천군(원동리)","36-14-20","127-39-09","한국수자원공사","충청북도 옥천군","이원면 원동리 산26-2","금강","1979-09-15","1984-07-03","2024072400:00:00","20240724","1984-07-03","20240724"
"30074010","옥천군(청산초교)","36-20-46","127-47-39","환경부","충청북도 옥천군","청산면 지전길 36-19","금강","1960-05-01","1980-06-24","2024072400:00:00","20240724","1980-06-24","20240724"
"30074030","보은군(삼산초교)","36-29-06","127-42-60","환경부","충청북도 보은군","보은읍 보은로 109-6","금강","1973-01-01","1982-07-25","2024072400:00:00","20240724","1982-07-25","20240724"
"30074050","보은군(관기초교)","36-26-08","127-49-19","환경부","충청북도 보은군","마로면 관기송현로 109","금강","1982-08-01","1982-08-20","2024072400:00:00","20240724","1982-08-20","20240724"
"30074060","보은군(구병리)","36-28-31","127-52-38","한국수자원공사","충청북도 보은군","속리산면 구병리 산5","금강","1979-09-15","1984-07-03","2024072400:00:00","20240724","1984-07-03","20240724"
"30074070","옥천군(도로관리사업소)","36-22-24","127-44-03","환경부","충청북도 옥천군","청성면 남부로 3172","금강","1982-05-01","1982-07-25","2024072400:00:00","20240724","1982-07-25","20240724"
"30074080","보은군(동정리)","36-28-25","127-39-51","환경부","충청북도 보은군","수한면 동정리 75-3","금강","1982-08-01","1982-08-12","2024072400:00:00","20240724","1982-08-12","20240724"
"30074090","보은군(이원리)","36-32-32","127-40-40","환경부","충청북도 보은군","내북면 이원리 234-3","금강","1982-08-01","1982-08-13","2024072400:00:00","20240724","1982-08-13","20240724"
"30074100","옥천군(묘금리)","36-16-33","127-43-56","환경부","충청북도 옥천군","청성면 묘금리 67-2","금강","1982-08-01","1982-08-11","2024072400:00:00","20240724","1982-08-11","20240724"
"30074110","보은군(송죽초교)","36-26-14","127-44-04","환경부","충청북도 보은군","삼승면 남부로 3927","금강","1982-08-01","1983-06-20","2024072400:00:00","20240724","1983-06-20","20240724"
"30074130","보은군(삼가분교)","36-29-28","127-51-39","환경부","충청북도 보은군","속리산면 삼가구병길 9","금강","1982-08-01","1983-06-20","2024072400:00:00","20240724","1983-06-20","20240724"
"30074140","보은군(신함리)","36-31-00","127-43-38","한국수자원공사","충청북도 보은군","보은읍 신함리 452-2","금강","1992-07-09","1993-01-11","2024072400:00:00","20240724","1993-01-11","20240724"
"30074150","옥천군(산계리)","36-18-39","127-44-14","한국수자원공사","충청북도 옥천군","청성면 산계리 산64","금강","1992-07-09","1993-01-11","2024072400:00:00","20240724","1993-01-11","20240724"
"30074160","부여군(삼산리)","36-20-34","126-43-01","한국수자원공사","충청남도 부여군","외산면 삼산리 84","금강서해","2001-09-01","2004-07-03","2024072400:00:00","20240724","2004-07-03","20240724"
"30084010","옥천","36-17-50","127-35-55","환경부","충청북도 옥천군","옥천면 매화리 농업기술센터","금강","1931-04-00","1981-07-05","1993120100:00:00","20240724","1981-07-05","19931201"
"30084030","옥천군(안내초교)","36-23-39","127-39-42","환경부","충청북도 옥천군","안내면 현리길 74","금강","1965-11-01","1980-06-14","2024072400:00:00","20240724","1980-06-14","20240724"
"30084040","옥천군(대정리)","36-23-05","127-32-30","한국수자원공사","충청북도 옥천군","군북면 대정리 답574-8","금강","1979-09-15","1984-07-03","2024072400:00:00","20240724","1984-07-03","20240724"
"30084050","금산군(마전리)","36-11-24","127-28-10","한국수자원공사","충청남도 금산군","추부면 마전리 353-2","금강","1992-07-09","1993-01-11","2024072400:00:00","20240724","1993-01-11","20240724"
"30084060","금산군(상곡리)","36-12-17","127-34-35","한국수자원공사","충청북도 옥천군","이원면 윤정리 268-1","금강","1992-07-09","1993-01-11","2024072400:00:00","20240724","1993-01-11","20240724"
"30084070","청주시(문화재조사연구단)","36-27-18","127-26-39","환경부","충청북도 청주시","서원구 현도면 노산2길 3-57","금강","1993-06-01","1993-06-01","2024072400:00:00","20240724","1993-06-01","20240724"
"30084080","청원군(상장리)","36-30-46","127-30-31","한국수자원공사","충청북도 청주시","문의면 상장리 산1-8","금강","1999-05-25","2001-01-16","2024072400:00:00","20240724","2001-01-16","20240724"
"30084090","옥천군(인포리)","36-22-11","127-39-22","한국수자원공사","충청북도 옥천군","안내면 인포리 390-2","금강","1999-05-25","2001-01-16","2024072400:00:00","20240724","2001-01-16","20240724"
"30094010","금산군(신대리)","36-12-50","127-22-45","환경부","충청남도 금산군","복수면 신대리 448","금강","1993-06-01","1993-06-01","2024072400:00:00","20240724","1993-06-01","20240724"
"30094020","대전시(원촌교)","36-22-42","127-24-36","환경부","대전광역시 대덕구","대화동 원촌교","금강","1993-06-01","1993-06-01","2024072400:00:00","20240724","1993-06-01","20240724"
"30094030","대전시(두계교)","36-15-59","127-16-44","환경부","대전광역시 유성구","방동 두계교","금강","2001-05-01","2001-05-07","2024072400:00:00","20240724","2001-05-07","20240724"
"30094040","대전시(만년교)","36-21-06","127-20-59","환경부","대전광역시 서구","월평동 만년교","금강","2001-05-01","2001-05-07","2024072400:00:00","20240724","2001-05-07","20240724"
"30094050","대전시(인창교)","36-19-25","127-26-04","환경부","대전광역시 동구","인동 인창교","금강","2001-05-01","2001-05-07","2024072400:00:00","20240724","2001-05-07","20240724"
"30104010","세종시(부강면사무소)","36-31-45","127-22-16","환경부","세종특별자치시","부강면 부강5길 38","금강","1960-05-01","1980-08-13","2024072400:00:00","20240724","1980-08-13","20240724"
"30114010","천안시(병천초교)","36-45-54","127-18-00","환경부","충청남도 천안시","병천면 병천2로 35","금강","1960-06-01","1980-07-25","2024072400:00:00","20240724","1980-07-25","20240724"
"30114020","청주시(흥덕교)","36-38-48","127-28-53","환경부","충청북도 청주시","흥덕구 운천동 흥덕교","금강","1993-06-01","1993-06-01","2024072400:00:00","20240724","1993-06-01","20240724"
"30114030","진천군(진천여중)","36-52-09","127-27-22","환경부","충청북도 진천군","진천읍 성석리 산8-6","금강","1966-09-01","1980-06-16","2024072400:00:00","20240724","1980-06-16","20240724"
"30114040","청주시(가덕초교)","36-34-41","127-34-39","환경부","충청북도 청주시상당구","가덕면 병암리 97-1","금강","1971-07-01","1979-06-06","2024072400:00:00","20240724","1979-06-06","20240724"
"30114050","음성군(대소보건지소)","36-58-21","127-29-02","환경부","충청북도 음성군","대소면 오태로 57-16","금강","1973-01-01","1980-06-17","2024072400:00:00","20240724","1980-06-17","20240724"
"30114060","증평군(반탄교)","36-47-01","127-34-21","환경부","충청북도 증평군","증평읍 초중리 518 (반탄교)","금강","1973-01-01","1980-06-16","2024072400:00:00","20240724","1980-06-16","20240724"
"30114070","세종시(농정원)","36-35-33","127-17-33","환경부","세종특별자치시","조치원읍 군청로 87-16","금강","1993-06-01","1993-06-01","2024072400:00:00","20240724","1993-06-01","20240724"
"30114090","음성군(쌍봉리)","37-00-10","127-33-19","환경부","충청북도 음성군","금왕면 쌍봉리 488","금강","2006-01-01","2006-01-01","2024072400:00:00","20240724","2006-01-01","20240724"
"30114100","천안시(화청교)","36-45-43","127-23-53","환경부","충청남도 천안시","동면 화덕리 650","금강","2006-01-01","2006-01-01","2024072400:00:00","20240724","2006-01-01","20240724"
"30124010","공주시(금강교)","36-28-13","127-07-40","환경부","충청남도 공주시","신관동 금강교입구","금강","1913-07-01","1980-06-30","2024072400:00:00","20240724","1980-06-30","20240724"
"30124020","부여군(홍산초교)","36-13-03","126-45-45","환경부","충청남도 부여군","홍산면 홍산로111번길 7","금강","1916-11-01","1980-06-16","2024072400:00:00","20240724","1980-06-16","20240724"
"30124040","청양군(청양읍사무소)","36-27-13","126-48-24","환경부","충청남도 청양군","청양읍 칠갑산로9길 32","금강","1929-09-01","1981-06-19","2024072400:00:00","20240724","1981-06-19","20240724"
"30124050","청양군(119안전센터)","36-25-05","126-56-24","환경부","충청남도 청양군","정산면 용두리 76-8","금강","1960-06-01","1982-06-30","2024072400:00:00","20240724","1982-06-30","20240724"
"30124060","공주시(정안면사무소)","36-36-31","127-07-13","환경부","충청남도 공주시","정안면 정안중앙길 157","금강","1960-06-01","1981-06-09","2024072400:00:00","20240724","1981-06-09","20240724"
"30124070","공주시(반포중)","36-24-13","127-14-35","환경부","충청남도 공주시","반포면 원당1길 28","금강","1960-06-01","1980-08-25","2024072400:00:00","20240724","1980-08-25","20240724"
"30124080","공주시(복룡리)","36-20-44","127-04-05","환경부","충청남도 공주시","이인면 복룡리 562-4","금강","1973-01-01","1981-07-11","2024072400:00:00","20240724","1981-07-11","20240724"
"30124090","부여군(백제교)","36-16-33","126-53-30","환경부","충청남도 부여군","규암면 규암리 백제교","금강","1993-06-01","1993-06-01","2024072400:00:00","20240724","1993-06-01","20240724"
"30124100","공주시(유구초교)","36-33-13","126-57-02","환경부","충청남도 공주시","유구읍 석남리 196-1","금강","1993-06-01","1993-06-01","2024072400:00:00","20240724","1993-06-01","20240724"
"30124110","세종시(문성교)","36-30-53","127-11-46","환경부","세종특별자치시","장군면 평기리 349-9","금강","2006-01-01","2006-01-01","2024072400:00:00","20240724","2006-01-01","20240724"
"30134010","논산시(연산중)","36-12-48","127-12-25","환경부","충청남도 논산시","연산면 청동로 113-14","금강","1960-07-01","1981-06-19","2024072400:00:00","20240724","1981-06-19","20240724"
"30134020","완주군(장선초교)","36-05-28","127-16-45","환경부","전라북도 완주군","운주면 장선리 505-1","금강","1973-06-01","1980-06-01","2024072400:00:00","20240724","1980-06-01","20240724"
"30134040","논산시(동산초교)","36-08-25","127-14-30","환경부","충청남도 논산시","양촌면 황산벌로 436번길 43-4","금강","1993-06-01","1993-06-01","2024072400:00:00","20240724","1993-06-01","20240724"
"30134050","논산시(토양리)","36-08-57","127-06-09","환경부","충청남도 논산시","은진면 토양리 69(도)","금강","2006-01-01","2006-01-01","2024072400:00:00","20240724","2006-01-01","20240724"
"30144010","논산시(황산리)","36-09-16","127-00-31","환경부","충청남도 논산시","강경읍 금백로 45","금강","1911-06-01","1982-07-25","2024072400:00:00","20240724","1982-07-25","20240724"
"30144020","익산시(함열초교)","36-04-47","126-57-55","환경부","전라북도 익산시","함열읍 함열8길 2","금강","1962-06-01","1982-07-25","2024072400:00:00","20240724","1982-07-25","20240724"
"30144030","서천군(망월리)","36-01-46","126-45-25","환경부","충청남도 서천군","화양면 망월리 2-1","금강","1993-06-01","1993-06-01","2024072400:00:00","20240724","1993-06-01","20240724"
"30144040","서천군(충남디자인예술고)","36-05-21","126-48-13","환경부","충청남도 서천군","한산면 한마로 114","금강","1993-06-01","1993-06-01","2024072400:00:00","20240724","1993-06-01","20240724"
"30144050","익산시(연동리)","36-02-02","127-02-06","환경부","전라북도 익산시","삼기면 연동리 산1-1","금강","1993-06-01","1993-06-01","2024072400:00:00","20240724","1993-06-01","20240724"
"31014010","홍성군(홍성초교)","36-35-59","126-39-28","환경부","충청남도 홍성군","홍성읍 조양로 43","삽교천","1918-07-01","1969-07-15","2024072400:00:00","20240724","1969-07-15","20240724"
"31014020","예산군(예산국토)","36-41-23","126-47-52","환경부","충청남도 예산군","오가면 오가중앙로 69","삽교천","1933-09-01","1979-06-03","2024072400:00:00","20240724","1979-06-03","20240724"
"31014030","예산군(덕산면사무소)","36-42-05","126-39-55","환경부","충청남도 예산군","덕산면 덕산온천로 391","삽교천","1957-03-01","1982-07-11","2024072400:00:00","20240724","1982-07-11","20240724"
"31014090","당진시(순성초교)","36-50-36","126-42-42","환경부","충청남도 당진시","순성면 순성로 473","삽교천","1999-01-01","1999-01-01","2024072400:00:00","20240724","1999-01-01","20240724"
"31014100","청양군(가남초교)","36-30-57","126-47-17","환경부","충청남도 청양군","비봉면 록평리 28-9","삽교천","1999-01-01","1999-01-01","2024072400:00:00","20240724","1999-01-01","20240724"
"31014110","예산군(신양리)","36-35-59","126-51-40","환경부","충청남도 예산군","신양면 신양리 434","삽교천","1999-01-01","1999-01-01","2024072400:00:00","20240724","1999-01-01","20240724"
"31014120","아산시(초사초교)","36-45-05","126-58-24","환경부","충청남도 아산시","초사길 122","삽교천","1999-01-01","1999-01-01","2024072400:00:00","20240724","1999-01-01","20240724"
"31014130","아산시(동방초교)","36-46-47","127-06-48","환경부","충청남도 아산시","배방읍 휴대세교길 7-7","삽교천","1999-01-01","1999-01-01","2024072400:00:00","20240724","1999-01-01","20240724"
"31014140","천안시(신흥교)","36-42-11","127-06-48","환경부","충청남도 천안시","동남구 광덕면 매당리 신흥교","삽교천","2004-12-01","2004-12-02","2024072400:00:00","20240724","2004-12-02","20240724"
"31014150","아산시(강청교)","36-49-18","126-56-01","환경부","충청남도 아산시","염치읍 강청리 강청교","삽교천","2005-01-01","2005-01-01","2024072400:00:00","20240724","2005-01-01","20240724"
"31014160","광시","36-33-39","126-46-45","한국농어촌공사","충청남도 예산군","광시면 광시리 광시교","삽교천","1900-01-01","2001-05-14","2009123100:00:00","20240724","2001-05-14","20091231"
"31014170","대흥","36-38-16","126-48-54","한국농어촌공사","충청남도 예산군","대흥면 노동리 대흥관리소","삽교천","2002-12-20","2002-12-20","2024072400:00:00","20240724","2002-12-20","20240724"
"31014192","예산군(은사교)","36-33-39","126-46-45","환경부","충청남도 예산군","광시면 용두리 은사교","삽교천","2010-01-01","2010-01-01","2024072400:00:00","20240724","2010-01-01","20240724"
"32034010","보령시(미산면사무소)","36-12-39","126-40-39","환경부","충청남도 보령시","미산면 내평리 357-2","금강서해","1968-07-01","1981-06-19","2024072400:00:00","20240724","1981-06-19","20240724"
"32034020","보령시(미산초교)","36-17-19","126-40-40","환경부","충청남도 보령시","미산면 도화담리 94","금강서해","1973-01-01","1976-06-07","2024072400:00:00","20240724","1976-06-07","20240724"
"32034050","보령시(보령댐)","36-14-50","126-37-58","한국수자원공사","충청남도 보령시","미산면 용수리 산39-1","금강서해","1998-03-26","2004-07-03","2024072400:00:00","20240724","2004-07-03","20240724"
"32034060","보령시(도화담리)","36-17-11","126-40-48","한국수자원공사","충청남도 보령시","미산면 도화담리 79","금강서해","1998-03-26","2004-07-03","2024072400:00:00","20240724","2004-07-03","20240724"
"33014010","완주군(고산중교)","35-58-43","127-12-30","환경부","전라북도 완주군","고산면 읍내3길 41 고산중학교","만경ㆍ동진","1916-01-01","1980-08-12","2024072400:00:00","20240724","1980-08-12","20240724"
"33014020","군산시(임피초교)","35-59-15","126-50-56","환경부","전라북도 군산시","임피면 읍내리 임피초등학교","만경ㆍ동진","1962-07-01","1980-06-08","2024072400:00:00","20240724","1980-06-08","20240724"
"33014060","대천","35-53-47","127-04-40","환경부","전라북도 완주군 삼례읍","삼례리 삼례교","만경ㆍ동진","1916-06-01","2010-09-23","2010092300:00:00","20240724","2010-09-23","20100923"
"33014070","완주군(구이초교)","35-43-13","127-07-12","환경부","전라북도 완주군","구이면 항가리 구이초등학교","만경ㆍ동진","1997-01-01","1999-08-01","2024072400:00:00","20240724","1999-08-01","20240724"
"33014080","김제시(용지초교)","35-51-17","126-57-32","환경부","전라북도 김제시","용지면 구암리 용지초등학교","만경ㆍ동진","1999-12-01","2000-01-01","2024072400:00:00","20240724","2000-01-01","20240724"
"33014090","익산시(미륵초교)","36-00-05","127-01-21","환경부","전라북도 익산시","금마면 용순리 미륵초등학교","만경ㆍ동진","1999-12-01","2000-01-01","2024072400:00:00","20240724","2000-01-01","20240724"
"33014100","전주시(미산교)","35-52-46","127-05-51","환경부","전라북도 전주시","덕진구 전미동2가 미산교","만경ㆍ동진","2000-01-01","2000-01-01","2024072400:00:00","20240724","2000-01-01","20240724"
