"obs_id","obs_name","lat","lon","gov_agency","addr","etc_addr","rel_river","opened_at","first_at","last_at","data_key","created_at","updated_at"
"20044090","예천군(은풍면사무소)","36-44-42","128-26-35","환경부","경상북도 예천군","은풍면 우곡리 140-1 (은풍면사무소)","낙동강","1998-03-01","1998-03-01","2024072400:00:00","20240724","1998-03-01","20240724"
"20044100","영주시(성내리)","36-52-14","128-31-12","환경부","경상북도 영주시","풍기읍 성내리 143-2 (영주도서관 풍기분관 내)","낙동강","1998-03-01","1998-03-01","2024072400:00:00","20240724","1998-03-01","20240724"
"20044110","봉화군(봉화대교)","36-53-19","128-43-57","환경부","경상북도 봉화군","봉화읍 내성리 506 (봉화대교)","낙동강","1998-03-01","1998-03-01","2024072400:00:00","20240724","1998-03-01","20240724"
"20044120","영주시(영주댐)","36-43-36","128-39-19","한국수자원공사","경상북도 영주시 평은면","용혈리 897-2","낙동강","2015-07-01","2019-01-16","2024072400:00:00","20240724","2019-01-16","20240724"
"20044130","봉화군(도촌초)","36-52-45","128-41-10","한국수자원공사","경상북도 봉화군 봉화읍","봉화로 639 도촌초등학교","낙동강","2014-12-01","2019-01-16","2024072400:00:00","20240724","2019-01-16","20240724"
"20044140","봉화군(상운초)","36-49-49","128-45-15","한국수자원공사","경상북도 봉화군 상운면","예봉로 1231 상운초등학교","낙동강","2014-12-01","2019-01-16","2024072400:00:00","20240724","2019-01-16","20240724"
"20054010","문경시(농암리)","36-35-47","128-00-25","환경부","경상북도 문경시","농암면 농암리 99-1","낙동강","1961-11-01","1980-06-16","2024072400:00:00","20240724","1980-06-16","20240724"
"20054020","문경시(김용리)","36-35-21","128-13-00","환경부","경상북도 문경시","영순면 김용리 259-2","낙동강","1988-01-01","1988-01-01","2024072400:00:00","20240724","1988-01-01","20240724"
"20054030","상주시(하송리)","36-28-17","127-57-59","환경부","경상북도 상주시","화서면 하송리 181-6","낙동강","1969-07-01","1983-08-23","2024072400:00:00","20240724","1983-08-23","20240724"
"20054040","상주시(이안교)","36-32-38","128-09-32","환경부","경상북도 상주시","이안면 이안리 493-1 (이안교)","낙동강","1969-07-01","1980-06-25","2024072400:00:00","20240724","1980-06-25","20240724"
"20054060","상주시(화북초교)","36-33-60","127-54-43","환경부","경상북도 상주시","화북면 장암리 110-1 (화북초교)","낙동강","1984-01-01","1984-07-12","2024072400:00:00","20240724","1984-07-12","20240724"
"20054070","문경시(진안리)","36-44-33","128-04-55","환경부","경상북도 문경시","문경읍 진안리 360-14 (문경도자기박물관 부근)","낙동강","1984-04-01","1990-04-01","2024072400:00:00","20240724","1990-04-01","20240724"
"20054080","문경시(화산리)","36-34-25","127-59-27","환경부","경상북도 문경시","농암면 화산리 155-1","낙동강","1988-01-01","1988-01-01","2024072400:00:00","20240724","1988-01-01","20240724"
"20064010","상주시(후천교)","36-25-41","128-09-31","환경부","경상북도 상주시","계산동 523 (후천교)","낙동강","1915-12-01","1980-06-16","2024072400:00:00","20240724","1980-06-16","20240724"
"20064020","상주시(외서면사무소)","36-28-46","128-06-29","환경부","경상북도 상주시","외서면 가곡리 101-1 (외서면사무소)","낙동강","1969-07-01","1983-06-20","2024072400:00:00","20240724","1983-06-20","20240724"
"20074010","예천군(상풍교)","36-29-55","128-16-07","환경부","경상북도 예천군","풍양면 효갈리1083-1 (상풍교)","낙동강","1996-10-15","1996-10-15","2024072400:00:00","20240724","1996-10-15","20240724"
"20084010","의성군(도서리)","36-20-39","128-41-50","환경부","경상북도 의성군","의성읍 도서리 81-7","낙동강","1981-01-01","1987-06-01","2024072400:00:00","20240724","1987-06-01","20240724"
"20084020","군위군(정리)","36-14-37","128-33-48","환경부","경상북도 군위군","군위읍 정리 1123-3","낙동강","1957-06-01","1980-06-25","2024072400:00:00","20240724","1980-06-25","20240724"
"20084030","의성군(안계면사무소)","36-23-03","128-26-24","환경부","경상북도 의성군","안계면 용기리 475-2 (안계면사무소)","낙동강","1961-09-01","1980-06-25","2024072400:00:00","20240724","1980-06-25","20240724"
"20084050","군위군(고곡리)","36-06-23","128-34-03","환경부","경상북도 군위군","효령면 고곡리 산85-1","낙동강","1982-07-03","1982-07-23","2024072400:00:00","20240724","1982-07-23","20240724"
"20084060","군위군(효령교)","36-09-21","128-35-01","환경부","경상북도 군위군","효령면 중구리 307-3 (효령교)","낙동강","1982-07-03","1982-07-23","2024072400:00:00","20240724","1982-07-23","20240724"
"20084070","군위군(대율초교)","36-03-46","128-39-19","환경부","경상북도 군위군","부계면 대율리 644-1 (대율초교)","낙동강","1982-07-03","1982-07-23","2024072400:00:00","20240724","1982-07-23","20240724"
"20084080","우보","36-11-31","128-39-46","환경부","경상북도 군위군 우보면","이화리 우보초등교","낙동강","1990-03-12","2005-01-24","2006123100:00:00","20240724","2005-01-24","20061231"
"20084090","군위군(화본리)","36-07-40","128-41-49","환경부","경상북도 군위군","산성면 화본리 826-1","낙동강","1982-07-03","1982-07-28","2024072400:00:00","20240724","1982-07-28","20240724"
"20084100","군위군(화수리)","36-07-38","128-45-07","환경부","경상북도 군위군","고로면 화수리 937-5","낙동강","1982-07-03","1982-07-23","2024072400:00:00","20240724","1982-07-23","20240724"
"20084110","군위군(고로면)","36-06-22","128-44-56","환경부","경상북도 군위군","고로면 화수리 산54-3","낙동강","1982-07-03","1982-07-22","2024072400:00:00","20240724","1982-07-22","20240724"
"20084120","석산","36-09-50","128-49-46","기타","경상북도 군위군","고로면 양지리","낙동강","1982-07-03","1982-07-23","2011041800:00:00","20240724","1982-07-23","20110418"
"20084130","군위군(읍내리)","36-10-35","128-42-53","환경부","경상북도 군위군","의흥면 읍내리 434-18","낙동강","1982-07-03","1982-07-23","2024072400:00:00","20240724","1982-07-23","20240724"
"20084140","의성군(도원리)","36-17-10","128-34-43","환경부","경상북도 의성군","봉양면 도원리 460 (의성IC 진출입로 부지 내)","낙동강","1998-03-01","1998-03-01","2024072400:00:00","20240724","1998-03-01","20240724"
"20084150","군위군(무성리)","36-11-38","128-33-51","환경부","경상북도 군위군","군위읍 무성리 821-2","낙동강","2005-01-24","2005-01-24","2024072400:00:00","20240724","2005-01-24","20240724"
"20084160","군위군(미성교)","36-10-54","128-40-20","환경부","경상북도 군위군","우보면 이화리 575-9 (미성교)","낙동강","2005-01-24","2005-01-24","2024072400:00:00","20240724","2005-01-24","20240724"
"20084170","군위군(군위댐)","36-07-20","128-47-38","한국수자원공사","경상북도 군위군","삼국유사면 학성리 407","낙동강","2010-01-02","2010-09-28","2024072400:00:00","20240724","2010-09-28","20240724"
"20084180","군위군(양지리)","36-10-00","128-49-37","한국수자원공사","경상북도 군위군","삼국유사면 양지리 497-5","낙동강","1982-07-30","2010-09-28","2024072400:00:00","20240724","2010-09-28","20240724"
"20094010","의성군(낙단교)","36-21-27","128-18-04","환경부","경상북도 의성군","단밀면 낙정리 806 (낙단교)","낙동강","1995-04-01","1995-04-01","2024072400:00:00","20240724","1995-04-01","20240724"
"20094020","구미시(일선교)","36-16-23","128-20-34","환경부","경상북도 구미시","도개면 신림리 775 (일선교)","낙동강","1996-10-15","1996-10-15","2024072400:00:00","20240724","1996-10-15","20240724"
"20104010","김천시(부곡동)","36-07-13","128-06-32","환경부","경상북도 김천시","부곡동 41-1","낙동강","1915-12-01","1980-07-10","2024072400:00:00","20240724","1980-07-10","20240724"
"20104020","김천시(지례면사무소)","35-59-05","128-01-36","환경부","경상북도 김천시","지례면 교리 570-1 (지례면사무소)","낙동강","1961-08-01","1983-07-07","2024072400:00:00","20240724","1983-07-07","20240724"
"20104030","김천시(월곡리)","35-59-15","127-57-30","한국수자원공사","경상북도 김천시","부항면 사등리","낙동강","1962-09-01","1980-06-25","2024072400:00:00","20240724","1980-06-25","20240724"
"20104040","김천시(파천리)","36-01-25","127-57-20","한국수자원공사","경상북도 김천시","부항면 안간리","낙동강","1988-01-01","1988-01-01","2024072400:00:00","20240724","1988-01-01","20240724"
"20104050","구미시(선주교)","36-13-40","128-18-32","환경부","경상북도 구미시","선산읍 화조리 581-6 (선주교)","낙동강","1980-01-01","1987-06-01","2024072400:00:00","20240724","1987-06-01","20240724"
"20104060","김천시(김천부항댐)","35-58-56","128-00-21","한국수자원공사","경상북도 김천시","지례면 도곡리 1005-1","낙동강","2013-05-31","2013-09-05","2024072400:00:00","20240724","2013-09-05","20240724"
"20114010","칠곡군(호국의다리)","36-00-01","128-23-40","환경부","경상북도 칠곡군","왜관읍 석전리 872 (호국의 다리)","낙동강","1927-06-01","1983-06-20","2024072400:00:00","20240724","1983-06-20","20240724"
"20114020","구미시(장천초교)","36-07-50","128-29-44","환경부","경상북도 구미시","장천면 하장리 503-2 (장천초교)","낙동강","1962-11-01","1983-06-20","2024072400:00:00","20240724","1983-06-20","20240724"
"20114030","성주군(성주대교)","35-52-51","128-23-25","환경부","경상북도 성주군","선남면 선원리 5-3 (성주대교)","낙동강","1995-04-01","1995-04-01","2024072400:00:00","20240724","1995-04-01","20240724"
"20114040","구미시(구미대교)","36-06-39","128-23-48","환경부","경상북도 구미시","임수동 550-1 (구미대교)","낙동강","1996-10-15","1996-10-15","2024072400:00:00","20240724","1996-10-15","20240724"
"20124010","영천시(영동교)","35-58-08","128-56-19","환경부","경상북도 영천시","완산동 1269-1(영동교)","낙동강","1962-01-01","1987-06-01","2024072400:00:00","20240724","1987-06-01","20240724"
"20124020","포항시(죽장초교)","36-09-37","129-05-28","환경부","경상북도 포항시","북구 죽장면 입암리 730-1 (죽장초교)","낙동강","1961-08-01","1983-06-20","2024072400:00:00","20240724","1983-06-20","20240724"
"20124030","영천시(화성리)","36-02-46","128-47-45","환경부","경상북도 영천시","신령면 화성리 131-3","낙동강","1962-11-01","1980-06-24","2024072400:00:00","20240724","1980-06-24","20240724"
"20124035","포항시(가사리)","36-11-85","129-09-25","한국수자원공사","경상북도 포항시 북구 죽장면 가사리 387","","낙동강","1996-11-01","2015-07-14","2024072400:00:00","20240724","2015-07-14","20240724"
"20124037","포항시(죽장면)","36-11-59","129-04-33","한국수자원공사","경상북도 포항시 북구 죽장면 현내리 552-1","","낙동강","1996-11-01","2015-07-14","2024072400:00:00","20240724","2015-07-14","20240724"
"20124040","경산시(자인중학교)","35-49-13","128-49-18","환경부","경상북도 경산시","자인면 북사리 242 (자인중학교)","낙동강","1964-09-01","1980-06-25","2024072400:00:00","20240724","1980-06-25","20240724"
"20124060","신천","35-47-50","128-37-05","환경부","대구광역시 달성군","가창면 용계리 가창댐사무소","낙동강","1917-01-01","1982-07-23","1993120100:00:00","20240724","1982-07-23","19931201"
"20124070","영천시(치산리)","36-03-34","128-43-24","환경부","경상북도 영천시","신령면 치산리 1950","낙동강","1982-07-03","1982-07-23","2024072400:00:00","20240724","1982-07-23","20240724"
"20124080","대구시(오리)","35-47-02","128-36-02","환경부","대구광역시 달성군","가창면 오리 산110","낙동강","1988-01-01","1988-01-01","2024072400:00:00","20240724","1988-01-01","20240724"
"20124090","대구시(신암동)","35-53-30","128-38-04","환경부","대구광역시 동구","불로동 1107-1 (보성2차APT앞)","낙동강","1988-01-01","1988-01-01","2024072400:00:00","20240724","1988-01-01","20240724"
"20124100","영천시(정각리)","36-07-48","128-59-39","환경부","경상북도 영천시","화북면 정각리 336","낙동강","1988-01-01","1988-06-01","2024072400:00:00","20240724","1988-06-01","20240724"
"20124118","영천시(영천댐)","36-04-23","129-02-17","한국수자원공사","경상북도 영천시 자양면 성곡리 113-2","","낙동강","1995-09-01","2015-07-02","2024072400:00:00","20240724","2015-07-02","20240724"
"20124120","영천시(가수리)","36-00-06","129-04-41","환경부","경상북도 영천시","고경면 가수리 232-14","낙동강","1995-10-01","1995-10-01","2024072400:00:00","20240724","1995-10-01","20240724"
"20124130","영천시(금창교)","35-55-50","128-52-32","환경부","경상북도 영천시","금호읍 교대리 661 (금창교)","낙동강","1996-10-15","1996-10-15","2024072400:00:00","20240724","1996-10-15","20240724"
"20124150","대구시(성동교)","35-51-07","128-43-25","환경부","대구광역시 수성구","성동 566-1 (성동교)","낙동강","2000-07-08","2000-07-27","2024072400:00:00","20240724","2000-07-27","20240724"
"20124160","칠곡군(금암리)","35-58-59","128-33-21","환경부","경상북도 칠곡군","동명면 금암리 225-15","낙동강","2002-01-01","2002-03-19","2024072400:00:00","20240724","2002-03-19","20240724"
"20124170","경산시(와촌초교)","35-57-02","128-50-15","환경부","경상북도 경산시","와촌면 동강리 91 (와촌초교)","낙동강","2002-01-01","2002-03-19","2024072400:00:00","20240724","2002-03-19","20240724"
"20124190","포항시(지동리)","36-08-13","129-03-58","한국수자원공사","경상북도 포항시 북구 죽장면 지동리 산49-5","","낙동강","2004-08-02","2015-07-14","2024072400:00:00","20240724","2015-07-14","20240724"
"20124200","영천시(보현산댐)","36-07-40","128-56-56","한국수자원공사","경상북도 영천시 화북면","입석리 산2-1","낙동강","2014-07-01","2015-06-18","2024072400:00:00","20240724","2015-06-18","20240724"
"20124210","영천시(굼이교)","36-08-57","128-55-22","한국수자원공사","경상북도 영천시","화북면 하송리 208-1","낙동강","2014-07-01","2015-06-18","2024072400:00:00","20240724","2015-06-18","20240724"
"20134010","고령군(회천교)","35-43-45","128-16-40","환경부","경상북도 고령군","고령읍 장기리 331 (회천교)","낙동강","1962-06-01","1980-06-25","2024072400:00:00","20240724","1980-06-25","20240724"
"20134020","합천군(야로면사무소)","35-42-19","128-10-04","환경부","경상남도 합천군","야로면 구정리 290-1 (야로면사무소)","낙동강","1962-11-01","1980-07-13","2024072400:00:00","20240724","1980-07-13","20240724"
"20134030","성주군(옥화리)","35-53-37","128-11-18","환경부","경상북도 성주군","대가면 옥화리 358-1","낙동강","1988-01-01","1988-01-01","2024072400:00:00","20240724","1988-01-01","20240724"
"20134040","성주군(신파리)","35-48-54","128-10-01","환경부","경상북도 성주군","수륜면 신파리 산78 (국도59호선 일원)","낙동강","1998-03-01","1998-03-01","2024072400:00:00","20240724","1998-03-01","20240724"
"20144010","대구시(성하리)","35-42-10","128-26-03","환경부","대구광역시 달성군","현풍면 성하리 274 (현풍휴게소 뒤)","낙동강","1993-01-01","1993-01-01","2024072400:00:00","20240724","1993-01-01","20240724"
"20144020","대구시(사문진교)","35-48-44","128-28-27","환경부","대구광역시 달성군","화원면 성산리 744-11 (사문진교)","낙동강","1995-04-01","1995-04-01","2024072400:00:00","20240724","1995-04-01","20240724"
"20144030","고령군(고령교)","35-45-10","128-23-13","환경부","경상북도 고령군","성산면 삼대리 112-3 (고령교)","낙동강","1996-10-15","1996-10-15","2024072400:00:00","20240724","1996-10-15","20240724"
"20154010","거창군(산포리)","35-49-28","127-55-08","환경부","경상남도 거창군","웅양면 산포리 1928-2","낙동강","1926-11-01","1983-06-20","2024072400:00:00","20240724","1983-06-20","20240724"
"20154020","거창군(병곡리)","35-48-10","127-46-55","환경부","경상남도 거창군","북상면 병곡리 663-2","낙동강","1984-04-03","1984-08-23","2024072400:00:00","20240724","1984-08-23","20240724"
"20154030","거창군(농산리)","35-46-09","127-48-45","한국수자원공사","경상남도 거창군","북상면 농산리 476-1","낙동강","1987-10-01","1987-10-01","2024072400:00:00","20240724","1987-10-01","20240724"
"20154040","거창군(거열교)","35-40-49","127-54-00","한국수자원공사","경상남도 거창군","거창읍 원상동 거창3교","낙동강","1987-10-01","1987-10-01","2024072400:00:00","20240724","1987-10-01","20240724"
"20154050","거창군(노현리)","35-48-29","127-54-38","한국수자원공사","경상남도 거창군","웅양면 노현리 975-4","낙동강","1987-10-01","1987-10-01","2024072400:00:00","20240724","1987-10-01","20240724"
"20154060","거창군(덕산리)","35-36-00","127-54-57","한국수자원공사","경상남도 거창군","신원면 덕산리 214-1","낙동강","1987-10-01","1987-10-01","2024072400:00:00","20240724","1987-10-01","20240724"
"20154070","거창군(우혜리)","35-45-31","127-59-30","한국수자원공사","경상남도 거창군","가북면 우혜리 산245-2","낙동강","1992-07-15","1992-07-15","2024072400:00:00","20240724","1992-07-15","20240724"
"20154080","거창군(지산교)","35-39-48","128-00-60","한국수자원공사","경상남도 거창군","가조면 기리 지산교","낙동강","1992-07-15","1992-07-15","2024072400:00:00","20240724","1992-07-15","20240724"
"20164020","합천군(남정교)","35-33-27","128-09-42","환경부","경상남도 합천군","대양면 정양리 613 (남정교)","낙동강","1987-10-01","1987-10-01","2024072400:00:00","20240724","1987-10-01","20240724"
"20164030","합천군(황강교)","35-34-19","128-17-34","환경부","경상남도 합천군","적중면 죽고리 922-1 (황강교)","낙동강","1996-08-01","1996-08-01","2024072400:00:00","20240724","1996-08-01","20240724"
"20174010","창녕군(본초리)","35-31-50","128-27-11","환경부","경상남도 창녕군","대지면 본초리 284-9","낙동강","1962-06-01","1980-07-28","2024072400:00:00","20240724","1980-07-28","20240724"
"20174020","의령군(부림면사무소)","35-27-59","128-19-29","환경부","경상남도 의령군","부림면 신반리 545-2 (부림면사무소)","낙동강","1962-11-01","1981-06-28","2024072400:00:00","20240724","1981-06-28","20240724"
"20174030","의령군(청계리)","35-28-43","128-14-11","환경부","경상남도 의령군","봉수면 청계리 34-1","낙동강","1988-01-01","1988-01-01","2024072400:00:00","20240724","1988-01-01","20240724"
"20174040","합천군(적포교)","35-31-39","128-21-33","환경부","경상남도 합천군","청덕면 앙진리 1 (적포교)","낙동강","1996-10-15","1996-10-15","2024072400:00:00","20240724","1996-10-15","20240724"
"20184020","마천2","35-23-40","127-40-00","환경부","경상남도 함양군","마천면 가흥리 마천면사무소","낙동강","1915-12-01","1980-06-25","1993120100:00:00","20240724","1980-06-25","19931201"
"20184060","남원시(화수리)","35-27-00","127-33-06","환경부","전라북도 남원시","운봉읍 화수리 751-2","낙동강","1965-03-01","1980-06-25","2024072400:00:00","20240724","1980-06-25","20240724"
"20184070","함양군(중남리)","35-42-22","127-40-25","환경부","경상남도 함양군","서상면 중남리 897-1","낙동강","1961-08-01","1980-06-25","2024072400:00:00","20240724","1980-06-25","20240724"
"20184100","산청군(홍계리)","35-21-05","127-50-31","환경부","경상남도 산청군","삼장면 홍계리 1058-5","낙동강","1965-10-01","1980-06-01","2024072400:00:00","20240724","1980-06-01","20240724"
"20184110","산청군(상중리)","35-28-52","127-55-50","환경부","경상남도 산청군","차황면 상중리 458","낙동강","1965-10-01","1980-06-25","2024072400:00:00","20240724","1980-06-25","20240724"
"20184120","수곡2","35-11-45","127-56-05","환경부","경상남도 진주시","수곡면 대천리 수곡면사무소","낙동강","1965-10-01","1980-06-25","2003011500:00:00","20240724","1980-06-25","20030115"
"20184130","산청군(경호교)","35-25-05","127-52-28","한국수자원공사","경상남도 산청군","산청읍 산청리","낙동강","1976-03-13","1987-06-01","2024072400:00:00","20240724","1987-06-01","20240724"
"20184140","산청군(창촌리)","35-16-12","127-53-34","한국수자원공사","경상남도 산청군","단성면 백운리","낙동강","1976-03-13","1987-06-01","2024072400:00:00","20240724","1987-06-01","20240724"
"20184150","함양군(삼정리)","35-21-35","127-38-31","환경부","경상남도 함양군","마천면 삼정리 산115","낙동강","1985-03-01","1985-09-01","2024072400:00:00","20240724","1985-09-01","20240724"
"20184160","산청군(동당리)","35-16-20","127-46-35","환경부","경상남도 산청군","시천면 동당리 573-5","낙동강","1985-03-01","1985-06-21","2024072400:00:00","20240724","1985-06-21","20240724"
"20184170","합천군(소오리)","35-24-50","128-07-03","한국수자원공사","경상남도 합천군","삼가면 소오리","낙동강","1987-04-01","1987-06-01","2024072400:00:00","20240724","1987-06-01","20240724"
"20184180","남원시(운봉읍)","35-26-53","127-33-49","한국수자원공사","전라북도 남원시","운봉읍 화수리 145-215","낙동강","1987-06-01","1987-06-01","2024072400:00:00","20240724","1987-06-01","20240724"
"20184190","함양군(의탄리)","35-24-07","127-40-58","한국수자원공사","경상남도 함양군","마천면 의탄리","낙동강","1987-06-01","1995-01-01","2024072400:00:00","20240724","1995-01-01","20240724"
"20184200","함양군(금천리)","35-37-40","127-48-56","한국수자원공사","경상남도 함양군","안의면 금천리","낙동강","1994-11-01","1995-01-01","2024072400:00:00","20240724","1995-01-01","20240724"
"20184210","남원시(덕동리)","35-20-49","127-32-46","한국수자원공사","전라북도 남원시","산내면 덕동리","낙동강","1994-11-01","1995-01-01","2024072400:00:00","20240724","1995-01-01","20240724"
"20184220","남원시(의지리)","35-31-40","127-36-57","한국수자원공사","전라북도 남원시","아영면 의지리","낙동강","1994-11-01","1995-01-01","2024072400:00:00","20240724","1995-01-01","20240724"
"20184230","함양군(운곡리)","35-38-15","127-40-53","한국수자원공사","경상남도 함양군","서하면 운곡리","낙동강","1994-11-01","1995-01-01","2024072400:00:00","20240724","1995-01-01","20240724"
"20184240","산청군(내대리)","35-17-03","127-43-26","한국수자원공사","경상남도 산청군","시천면 내대리","낙동강","1994-11-01","1995-01-01","2024072400:00:00","20240724","1995-01-01","20240724"
"20184250","함양군(용평리)","35-30-49","127-43-53","한국수자원공사","경상남도 함양군","함양읍 용평리","낙동강","1994-11-01","1995-01-01","2024072400:00:00","20240724","1995-01-01","20240724"
"20184260","산청군(내원리)","35-18-53","127-47-11","한국수자원공사","경상남도 산청군","삼장면 내원리","낙동강","1994-11-01","1995-01-01","2024072400:00:00","20240724","1995-01-01","20240724"
"20184270","함양군(화촌리)","35-27-52","127-47-28","한국수자원공사","경상남도 함양군","유림면 화촌리","낙동강","1994-11-01","1995-01-01","2024072400:00:00","20240724","1995-01-01","20240724"
"20184280","하동군(위태리)","35-12-04","127-50-37","한국수자원공사","경상남도 하동군","청암면 위태리","낙동강","1994-11-01","1995-01-01","2024072400:00:00","20240724","1995-01-01","20240724"
"20184290","하동군(대곡리)","35-10-43","127-55-13","한국수자원공사","경상남도 하동군","옥종면 대곡리","낙동강","1994-11-01","1995-01-01","2024072400:00:00","20240724","1995-01-01","20240724"
"20184300","진주시(자매리)","35-14-08","127-55-42","한국수자원공사","경상남도 진주시","수곡면 자매리","낙동강","1994-11-01","1995-01-01","2024072400:00:00","20240724","1995-01-01","20240724"
"20184310","산청군(실매리)","35-29-30","127-55-56","한국수자원공사","경상남도 산청군","차황면 실매리","낙동강","1994-11-01","1995-01-01","2024072400:00:00","20240724","1995-01-01","20240724"
"20184320","산청군(하정리)","35-19-12","127-59-45","한국수자원공사","경상남도 산청군","신안면 하정리","낙동강","1994-11-01","1995-01-01","2024072400:00:00","20240724","1995-01-01","20240724"
"20184350","산청군(장천리)","35-24-32","127-59-28","한국수자원공사","경상남도 산청군","신등면 장천리 484-3","낙동강","2009-10-05","2015-07-14","2024072400:00:00","20240724","2015-07-14","20240724"
"20184360","산청군(향양리)","35-33-16","127-51-44","한국수자원공사","경상남도 산청군","생초면 향양리 728-2","낙동강","2011-11-30","2015-07-14","2024072400:00:00","20240724","2015-07-14","20240724"
"20194020","진주시(장대동)","35-11-26","128-05-12","한국수자원공사","경상남도 진주시","장대동 356-17","낙동강","1987-06-01","1987-06-01","2024072400:00:00","20240724","1987-06-01","20240724"
"20194030","진주시(운천리)","35-10-24","128-15-48","환경부","경상남도 진주시","일반성면 운천리 867","낙동강","1988-01-01","1988-01-01","2024072400:00:00","20240724","1988-01-01","20240724"
"20194040","함안군(대사교)","35-15-18","128-25-34","환경부","경상남도 함안군","함안면 대산리 1242-2(대사교)","낙동강","1988-01-01","1988-01-01","2024072400:00:00","20240724","1988-01-01","20240724"
"20194050","의령군(정암교)","35-18-48","128-17-43","환경부","경상남도 의령군","의령읍 정암리 430-43 ((구)정암교)","낙동강","1995-10-01","1995-10-01","2024072400:00:00","20240724","1995-10-01","20240724"
"20194060","의령군(성산리)","35-23-27","128-25-45","환경부","경상남도 의령군","지정면 성산리 1106-4","낙동강","1995-10-01","1995-10-01","2024072400:00:00","20240724","1995-10-01","20240724"
"20194070","의령군(칠곡초교)","35-20-28","128-11-41","환경부","경상남도 의령군","칠곡면 외조리 85-2 (칠곡초교)","낙동강","1998-03-01","1998-03-01","2024072400:00:00","20240724","1998-03-01","20240724"
"20194075","고성군(두문교)","35-05-55","128-11-27","환경부","경상남도 고성군","영오면 오서리 1611-1 (두문교)","낙동강","2009-01-01","2009-01-01","2024072400:00:00","20240724","2009-01-01","20240724"
"20204010","창녕군(영산면사무소)","35-27-13","128-31-40","환경부","경상남도 창녕군","영산면 동리 137-3 (영산면사무소)","낙동강","1962-11-01","1980-06-25","2024072400:00:00","20240724","1980-06-25","20240724"
"20204020","창원시(수산대교)","35-21-55","128-42-51","환경부","경상남도 창원시","의창구 대산면 모산리 701 (수산대교)","낙동강","1988-01-01","1988-01-01","2024072400:00:00","20240724","1988-01-01","20240724"
"20204030","창녕군(청암리)","35-23-44","128-36-03","환경부","경상남도 창녕군","부곡면 청암리 1110 (청암취수장옆)","낙동강","1995-10-01","1996-01-01","2024072400:00:00","20240724","1996-01-01","20240724"
"20204040","함안군(계내리)","35-23-00","128-29-01","환경부","경상남도 함안군","칠서면 계내리 343 (진동양수장옆)","낙동강","1996-10-15","1996-10-15","2024072400:00:00","20240724","1996-10-15","20240724"
"20204050","밀양시(내진초교)","35-31-22","128-39-07","환경부","경상남도 밀양시","무안면 양효리 349 (구 내진초교)","낙동강","2000-01-01","2000-07-27","2024072400:00:00","20240724","2000-07-27","20240724"
"20214020","밀양시(남포동)","35-27-40","128-47-07","환경부","경상남도 밀양시","남포동 408","낙동강","1988-01-01","1988-01-01","2024072400:00:00","20240724","1988-01-01","20240724"
"20214030","밀양시(용전리)","35-33-57","128-51-45","환경부","경상남도 밀양시","산내면 용전리 산192-1","낙동강","1962-11-01","1980-06-25","2024072400:00:00","20240724","1980-06-25","20240724"
"20214040","청도군(삼신리)","35-40-51","128-43-34","환경부","경상북도 청도군","화양읍 삼신리 1110-10","낙동강","1988-01-01","1988-01-01","2024072400:00:00","20240724","1988-01-01","20240724"
"20214050","경산시(곡신리)","35-47-31","128-52-21","환경부","경상북도 경산시","용성면 곡신리 858-36","낙동강","1988-01-01","1988-01-01","2024072400:00:00","20240724","1988-01-01","20240724"
"20214060","경주시(내칠리)","35-46-27","129-01-25","한국수자원공사","경상북도 경주시","산내면 내칠리 1051-1","낙동강","1996-09-10","2003-11-25","2024072400:00:00","20240724","2003-11-25","20240724"
"20214090","청도군(현리리)","35-38-51","128-35-40","환경부","경상북도 청도군","현리리 879-7","낙동강","1988-03-01","1998-01-01","2024072400:00:00","20240724","1998-01-01","20240724"
"20214100","양산시(선리)","35-31-06","129-00-10","한국수자원공사","경상남도 양산시","원동면 선리 202","낙동강","2000-06-01","2002-03-19","2024072400:00:00","20240724","2002-03-19","20240724"
"20214110","밀양시(밀양댐)","35-29-03","128-55-47","한국수자원공사","경상남도 밀양시 단장면","고례2길 79-10","낙동강","2000-06-01","2002-03-19","2024072400:00:00","20240724","2002-03-19","20240724"
"20214120","청도군(신원리)","35-39-38","129-00-14","한국수자원공사","경상북도 청도군","운문면 신원리","낙동강","1996-09-10","2003-11-25","2024072400:00:00","20240724","2003-11-25","20240724"
"20214130","청도군(운문댐)","35-42-55","128-42-55","한국수자원공사","경상북도 청도군","운문면 대천리","낙동강","1996-09-11","2003-11-25","2024072400:00:00","20240724","2003-11-25","20240724"
"20214135","경주시(대현리)","35-43-36","129-00-53","한국수자원공사","경상북도 경주시","산내면 대현리 3127-32","낙동강","2004-01-01","2015-07-14","2024072400:00:00","20240724","2015-07-14","20240724"
"20214140","울산시(이천리)","35-33-52","129-00-53","한국수자원공사","경상북도 울주군","상북면 이천리 254-3","낙동강","2010-12-21","2015-07-14","2024072400:00:00","20240724","2015-07-14","20240724"
"20224010","양산시(상북면사무소)","35-25-06","129-03-52","환경부","경상남도 양산시","상북면 석계리 272-20 (상북면사무소 옥상)","낙동강","1962-11-01","1980-06-25","2024072400:00:00","20240724","1980-06-25","20240724"
