"obs_id","obs_name","lat","lon","gov_agency","attn_level","warn_level","danger_level","river","rel_river","opened_at","first_at","last_at","data_key","created_at","updated_at"
"2013685","고령군(사촌리)","35.70055555555556","128.32194444444445","환경부","4.0","5.5","6.9","회천","낙동강","1968-01-01","1977040608:00:00","2024080713:00:00","2024080714:01:29","1977040608:00:00","2024080713:00:00"
"2013690","고령군(도진교)","35.678888888888885","128.33722222222224","환경부","4.1","5.8","7.5","회천","낙동강","2003-05-23","2003052300:00:00","2024080713:00:00","2024080714:01:29","2003052300:00:00","2024080713:00:00"
"2014620","대구시(사문진교)","35.81222222222222","128.47416666666666","환경부","3.87","8.8","10.8","낙동강","낙동강","1995-04-01","1987060120:00:00","2024080713:00:00","2024080714:01:29","1987060120:00:00","2024080713:00:00"
"2014640","고령군(고령교)","35.75277777777778","128.38694444444442","환경부","3.9","8.1","9.9","낙동강","낙동강","1968-01-01","1977042507:00:00","2024080713:00:00","2024080714:01:29","1977042507:00:00","2024080713:00:00"
"2014650","대구시(달성보상)","35.736111111111114","128.42222222222222","환경부","14.5","18.7","20.3","낙동강","낙동강","2010-05-31","2010060311:00:00","2024080713:00:00","2024080714:01:29","2010060311:00:00","2024080713:00:00"
"2014651","고령군(달성보하)","35.731944444444444","128.4163888888889","환경부","14.2","16.6","19.1","낙동강","낙동강","2012-01-27","2012061514:00:00","2024080713:00:00","2024080714:01:29","2012061514:00:00","2024080713:00:00"
"2014660","대구시(성하리)","35.70277777777778","128.43416666666667","환경부","2.7","10.0","12.0","낙동강","낙동강","1917-06-01","1921071313:00:00","2024080713:00:00","2024080714:01:29","1921071313:00:00","2024080713:00:00"
"2014680","대구시(내리)","35.63361111111111","128.40305555555557","환경부","6.42","9.24","12.07","낙동강","낙동강","2006-04-26","1965071101:00:00","2024080713:00:00","2024080714:01:29","1965071101:00:00","2024080713:00:00"
"2014690","합천군(율지교)","35.61222222222222","128.35833333333332","환경부","6.85","10.0","12.3","낙동강","낙동강","2006-01-25","2006011216:00:00","2024080713:00:00","2024080714:01:29","2006011216:00:00","2024080713:00:00"
"2014697","합천군(합천창녕보상)","35.58888888888889","128.35611111111112","환경부","11.0","15.4","17.0","낙동강","낙동강","2010-05-31","2010060311:00:00","2024080713:00:00","2024080714:01:29","2010060311:00:00","2024080713:00:00"
"2014699","합천군(합천창녕보하)","35.58694444444445","128.3552777777778","환경부","10.2","12.9","15.5","낙동강","낙동강","2012-01-27","2012061514:00:00","2024080713:00:00","2024080714:01:29","2012061514:00:00","2024080713:00:00"
"2015630","거창군(남하교)","35.67166666666667","127.94027777777778","환경부","2.9","3.9","4.9","황강","낙동강","2012-03-01","2013071615:00:00","2024080713:00:00","2024080714:01:29","2013071615:00:00","2024080713:00:00"
"2016660","합천군(기리교)","35.61361111111111","128.21944444444443","환경부","3.9","5.3","6.7","황강","낙동강","2022-03-02","2022021412:00:00","2024080713:00:00","2024080714:01:29","2022021412:00:00","2024080713:00:00"
"2016680","합천군(황강교)","35.57194444444445","128.2927777777778","환경부","5.0","7.0","9.0","황강","낙동강","1962-07-01","1965071206:00:00","2024080713:00:00","2024080714:01:29","1965071206:00:00","2024080713:00:00"
"2017620","합천군(적포교)","35.527499999999996","128.35916666666665","환경부","4.9","11.5","14.0","낙동강","낙동강","1980-06-01","1980072312:00:00","2024080713:00:00","2024080714:01:29","1980072312:00:00","2024080713:00:00"
"2017630","의령군(대곡교)","35.48527777777778","128.34833333333333","환경부","5.0","6.9","8.7","신반천","낙동강","2012-01-01","2012010414:00:00","2024080713:00:00","2024080714:01:29","2012010414:00:00","2024080713:00:00"
"2017670","의령군(박진교)","35.44","128.37583333333333","환경부","12.9","15.7","18.5","낙동강","낙동강","1955-11-01","1920070916:00:00","2024080713:00:00","2024080714:01:29","1920070916:00:00","2024080713:00:00"
"2017685","의령군(세간교)","35.44333333333333","128.35","환경부","2.66","3.5","4.0","유곡천","낙동강","2008-02-01","2008012900:00:00","2024080713:00:00","2024080714:01:29","2008012900:00:00","2024080713:00:00"
"2018609","함양군(안의교)","35.62916666666667","127.81333333333333","환경부","1.5","2.4","3.0","남강","낙동강","1962-07-01","1964071601:00:00","2024080713:00:00","2024080714:01:29","1964071601:00:00","2024080713:00:00"
"2018635","함양군(화촌리)","35.46472222222223","127.7911111111111","한국수자원공사","4.2","5.1","5.8","임천","낙동강","1994-11-01","1987060120:00:00","2024080713:00:00","2024080714:01:29","1987060120:00:00","2024080713:00:00"
"2018640","산청군(고읍교)","35.48916666666667","127.83055555555555","환경부","5.5","6.8","8.1","남강","낙동강","2015-01-01","2007020113:00:00","2024080713:00:00","2024080714:01:29","2007020113:00:00","2024080713:00:00"
"2018645","산청군(경호교)","35.418055555555554","127.87444444444444","한국수자원공사","3.76","6.5","8.0","남강","낙동강","1976-03-13","1915090820:00:00","2024080713:00:00","2024080714:01:29","1915090820:00:00","2024080713:00:00"
"2018662","산청군(소이교)","35.36","128.0075","환경부","2.2","3.4","4.5","신등천","낙동강","2017-12-09","2018011515:00:00","2024080713:00:00","2024080714:01:29","2018011515:00:00","2024080713:00:00"
"2018674","산청군(묵곡교)","35.28194444444444","127.96416666666667","환경부","4.4","6.3","8.2","남강","낙동강","2011-01-01","2011010100:00:00","2024080713:00:00","2024080714:01:29","2011010100:00:00","2024080713:00:00"
"2019610","고성군(두문교)","35.09861111111111","128.19083333333333","환경부","2.9","3.5","4.1","영천강","낙동강","2009-01-01","2008121600:00:00","2024080713:00:00","2024080714:01:29","2008121600:00:00","2024080713:00:00"
"2019620","함안군(송도교)","35.36055555555556","128.41583333333335","환경부","8.6","10.9","13.3","남강","낙동강","2015-01-01","2015010100:00:00","2024080713:00:00","2024080714:01:29","2015010100:00:00","2024080713:00:00"
"2019625","진주시(옥산교)","35.163333333333334","128.1563888888889","환경부","5.1","5.9","6.7","영천강","낙동강","2017-01-01","2017010100:00:00","2024080713:00:00","2024080714:01:29","2017010100:00:00","2024080713:00:00"
"2019635","진주시(덕오리)","35.237500000000004","128.13694444444442","환경부","4.5","5.8","7.1","남강","낙동강","2007-01-26","2007012622:00:00","2024080713:00:00","2024080714:01:29","2007012622:00:00","2024080713:00:00"
"2019640","진주시(월강교)","35.222500000000004","128.1988888888889","환경부","3.7","5.4","7.2","남강","낙동강","2010-01-01","2011010100:00:00","2024080713:00:00","2024080714:01:29","2011010100:00:00","2024080713:00:00"
"2019647","진주시(장박교)","35.256388888888885","128.27222222222224","환경부","6.3","8.4","10.6","남강","낙동강","2013-01-01","2013010100:00:00","2024080713:00:00","2024080714:01:29","2013010100:00:00","2024080713:00:00"
"2019653","의령군(공단교)","35.31722222222223","128.2686111111111","환경부","4.7","5.7","6.8","의령천","낙동강","2016-01-01","2016010100:00:00","2024080713:00:00","2024080714:01:29","2016010100:00:00","2024080713:00:00"
"2019655","의령군(정암교)","35.31333333333333","128.29527777777778","환경부","4.0","7.0","8.5","남강","낙동강","1922-08-01","1916062418:00:00","2024080713:00:00","2024080714:01:29","1916062418:00:00","2024080713:00:00"
"2019680","함안군(서촌리)","35.33166666666667","128.40055555555557","환경부","6.0","8.3","10.6","함안천","낙동강","2006-01-25","2006011216:00:00","2024080713:00:00","2024080714:01:29","2006011216:00:00","2024080713:00:00"
"2019685","함안군(대사교)","35.255","128.42555555555555","환경부","2.3","2.8","3.3","함안천","낙동강","2016-12-29","2017010100:00:00","2024080713:00:00","2024080714:01:29","2017010100:00:00","2024080713:00:00"
"2019695","의령군(성산리)","35.39083333333333","128.42916666666665","환경부","5.1","7.5","9.9","남강","낙동강","1917-07-01","1917070501:00:00","2024080713:00:00","2024080714:01:29","1917070501:00:00","2024080713:00:00"
"2020603","밀양시(판곡교)","35.504444444444445","128.6536111111111","환경부","2.6","3.2","3.8","청도천","낙동강","2008-02-01","2008012900:00:00","2024080713:00:00","2024080714:01:29","2008012900:00:00","2024080713:00:00"
"2020605","창녕군(강리)","35.4575","128.46249999999998","환경부","2.3","3.4","4.4","계성천","낙동강","2008-02-01","2008012900:00:00","2024080713:00:00","2024080714:01:29","2008012900:00:00","2024080713:00:00"
"2020615","함안군(계내리)","35.38333333333333","128.4836111111111","환경부","3.6","7.0","9.0","낙동강","낙동강","1921-08-01","1921080101:00:00","2024080713:00:00","2024080714:01:29","1921080101:00:00","2024080713:00:00"
"2020640","함안군(소랑교)","35.38138888888889","128.5225","환경부","5.67","10.1","11.9","광려천","낙동강","2007-01-26","2007012622:00:00","2024080713:00:00","2024080714:01:29","2007012622:00:00","2024080713:00:00"
"2020646","함안군(창녕함안보하)","35.37722222222222","128.5525","환경부","5.8","8.4","10.9","낙동강","낙동강","2012-01-27","2012061514:00:00","2024080713:00:00","2024080714:01:29","2012061514:00:00","2024080713:00:00"
"2020647","창녕군(창녕함안보상)","35.38305555555556","128.55027777777778","환경부","5.5","10.2","11.9","낙동강","낙동강","2010-05-31","2010060311:00:00","2024080713:00:00","2024080714:01:29","2010060311:00:00","2024080713:00:00"
"2020650","창녕군(청암리)","35.39555555555555","128.60083333333333","환경부","11.5","11.7","14.03","낙동강","낙동강","1955-10-01","1924072402:00:00","2024080713:00:00","2024080714:01:29","1924072402:00:00","2024080713:00:00"
"2020651","밀양시(인교)","35.42527777777777","128.6511111111111","환경부","4.8","6.8","8.8","청도천","낙동강","2012-01-01","2012010414:00:00","2024080713:00:00","2024080714:01:29","2012010414:00:00","2024080713:00:00"
"2020675","창원시(수산대교)","35.36527777777778","128.71416666666664","환경부","5.4","7.6","9.7","광려천","낙동강","1924-02-01","1917070510:00:00","2024080713:00:00","2024080714:01:29","1917070510:00:00","2024080713:00:00"
"2020680","김해시(오서교)","35.336111111111116","128.815","환경부","4.5","6.0","7.5","화포천","낙동강","2007-01-26","2007012622:00:00","2024080713:00:00","2024080714:01:29","2007012622:00:00","2024080713:00:00"
"2021610","경주시(의곡교)","35.75833333333333","129.04749999999999","환경부","2.3","3.0","3.7","동창천","낙동강","2016-12-29","2017010100:00:00","2024080713:00:00","2024080714:01:29","2017010100:00:00","2024080713:00:00"
"2021630","청도군(매전교)","35.67361111111111","128.86694444444444","한국수자원공사","4.0","5.0","6.0","동창천","낙동강","2013-11-30","20        :00:00","2024080713:00:00","2024080714:01:29","20        :00:00","2024080713:00:00"
"2021640","청도군(원리)","35.61972222222222","128.76277777777779","환경부","2.3","3.2","4.2","청도천","낙동강","1962-07-01","1963062002:00:00","2024080713:00:00","2024080714:01:29","1963062002:00:00","2024080713:00:00"
"2021665","밀양시(상동교)","35.56472222222222","128.765","환경부","5.0","6.3","7.4","밀양강","낙동강","2011-01-01","2011010100:00:00","2024080713:00:00","2024080714:01:29","2011010100:00:00","2024080713:00:00"
"2021670","밀양시(금곡리)","35.50888888888889","128.83916666666667","환경부","4.8","5.5","6.0","단장천","낙동강","2014-01-01","2014010100:00:00","2024080713:00:00","2024080714:01:29","2014010100:00:00","2024080713:00:00"
"2021675","밀양시(용평동)","35.494166666666665","128.77916666666667","환경부","1.7","3.5","4.5","밀양강","낙동강","1917-02-01","1918071113:00:00","2024080713:00:00","2024080714:01:29","1918071113:00:00","2024080713:00:00"
"2021677","밀양시(남천교)","35.48916666666667","128.7472222222222","환경부","4.5","5.23","6.2","밀양강","낙동강","2007-01-26","2007012622:00:00","2024080713:00:00","2024080714:01:29","2007012622:00:00","2024080713:00:00"
"2021685","밀양시(남포동)","35.461111111111116","128.78527777777776","환경부","3.45","7.3","9.5","밀양강","낙동강","1988-01-01","1987060120:00:00","2024080713:00:00","2024080714:01:29","1987060120:00:00","2024080713:00:00"
"2021690","밀양시(삼상교)","35.41083333333333","128.79666666666665","환경부","4.5","7.8","9.9","밀양강","낙동강","2006-01-25","2006011216:00:00","2024080713:00:00","2024080714:01:29","2006011216:00:00","2024080713:00:00"
"2022610","밀양시(삼랑진교)","35.382777777777775","128.82166666666666","환경부","4.0","5.0","7.0","낙동강","낙동강","1955-08-01","1916062319:00:00","2024080713:00:00","2024080714:01:29","1916062319:00:00","2024080713:00:00"
"2022640","김해시(월촌리)","35.28944444444444","128.99416666666664","환경부","3.23","5.5","7.0","낙동강","낙동강","1935-01-01","1935072314:00:00","2024080713:00:00","2024080714:01:29","1935072314:00:00","2024080713:00:00"
"2022655","양산시(효충교)","35.38055555555555","129.04694444444445","환경부","3.4","4.6","5.8","양산천","낙동강","2006-01-25","2006011216:00:00","2024080713:00:00","2024080714:01:29","2006011216:00:00","2024080713:00:00"
"2022660","양산시(양산교)","35.3575","129.0361111111111","환경부","2.4","3.9","5.1","양산천","낙동강","1962-07-01","1980080308:00:00","2024080713:00:00","2024080714:01:29","1980080308:00:00","2024080713:00:00"
"2022662","양산시(어곡1교)","35.37388888888889","129.02805555555557","환경부","3.3","4.2","5.2","유산천","낙동강","2024-01-09","2024020212:00:00","2024080713:00:00","2024080714:01:29","2024020212:00:00","2024080713:00:00"
"2022670","양산시(호포대교)","35.28944444444444","129.0113888888889","환경부","3.25","5.8","7.2","양산천","낙동강","2006-01-27","2006011216:00:00","2024080713:00:00","2024080714:01:29","2006011216:00:00","2024080713:00:00"
"2022678","부산시(대동낙동강교)","35.225","128.97611111111112","환경부","4.2","4.6","5.0","서낙동강","낙동강","2024-02-13","2024010101:00:00","2024080713:00:00","2024080714:01:29","2024010101:00:00","2024080713:00:00"
"2022680","부산시(구포대교)","35.203611111111115","128.9933333333333","환경부","2.53","4.0","5.0","낙동강","낙동강","1927-06-01","1918070211:00:00","2024080713:00:00","2024080714:01:29","1918070211:00:00","2024080713:00:00"
"2022685","김해시(정천교)","35.205555555555556","128.8336111111111","환경부","3.25","4.0","4.9","조만강","낙동강","2008-02-01","2008012900:00:00","2024080713:00:00","2024080714:01:29","2008012900:00:00","2024080713:00:00"
"2022688","부산시(동서교)","35.1975","128.9311111111111","환경부","3.8","4.5","5.2","평강천","낙동강","2023-10-18","2023091515:00:00","2024080713:00:00","2024080714:01:29","2023091515:00:00","2024080713:00:00"
"2022690","부산시(강동교)","35.19194444444444","128.90555555555557","환경부","6.6","7.0","7.3","서낙동강","낙동강","2022-04-20","2022021412:00:00","2024080713:00:00","2024080714:01:29","2022021412:00:00","2024080713:00:00"
"2101610","경주시(망성교)","35.78805555555555","129.20055555555555","환경부","2.4","3.4","4.5","형산강","형산강","2016-01-01","2016010100:00:00","2024080713:00:00","2024080714:01:29","2016010100:00:00","2024080713:00:00"
"2101620","경주시(효현교)","35.815","129.17888888888888","환경부","4.3","5.2","6.1","대천","형산강","2016-01-01","2016010100:00:00","2024080713:00:00","2024080714:01:29","2016010100:00:00","2024080713:00:00"
"2101624","경주시(교촌교)","35.82888888888889","129.2147222222222","환경부","3.8","4.9","5.9","남천","형산강","2024-01-09","2024020212:00:00","2024080713:00:00","2024080714:01:29","2024020212:00:00","2024080713:00:00"
"2101625","경주시(서천교)","35.838055555555556","129.20138888888889","환경부","1.7","4.3","5.2","형산강","형산강","1962-07-01","1998033009:00:00","2024080713:00:00","2024080714:01:29","1998033009:00:00","2024080713:00:00"
"2101650","경주시(모아리)","35.92111111111111","129.24027777777778","환경부","2.9","4.0","5.1","형산강","형산강","1962-07-01","1985062320:00:00","2024080713:00:00","2024080714:01:29","1985062320:00:00","2024080713:00:00"
"2101668","경주시(달성교)","36.051944444444445","129.23833333333332","환경부","3.6","4.0","4.4","기계천","형산강","1998-06-01","1998033009:00:00","2024080713:00:00","2024080714:01:29","1998033009:00:00","2024080713:00:00"
"2101675","경주시(강동대교)","35.98111111111111","129.26361111111112","환경부","5.29","6.5","7.5","형산강","형산강","1962-07-01","1965071207:00:00","2024080713:00:00","2024080714:01:29","1965071207:00:00","2024080713:00:00"
"2101690","포항시(형산교)","36.01166666666666","129.37194444444447","환경부","1.56","2.5","3.0","형산강","형산강","1928-01-01","1928072105:00:00","2024080713:00:00","2024080714:01:29","1928072105:00:00","2024080713:00:00"
"2201611","울산시(구수교)","35.54805555555556","129.15083333333334","환경부","4.0","4.9","5.9","태화강","태화강","2016-01-01","2016010100:00:00","2024080713:00:00","2024080714:01:29","2016010100:00:00","2024080713:00:00"
"2201630","울산시(사연교)","35.572500000000005","129.20444444444442","환경부","3.0","4.0","5.1","태화강","태화강","1962-07-01","1972070316:00:00","2024080713:00:00","2024080714:01:29","1972070316:00:00","2024080713:00:00"
"2201640","울산시(선바위교)","35.57805555555556","129.23527777777775","환경부","3.5","6.0","7.5","태화강","태화강","2017-11-09","2018011515:00:00","2024080713:00:00","2024080714:01:29","2018011515:00:00","2024080713:00:00"
"2201660","울산시(삼호교)","35.553888888888885","129.2752777777778","환경부","1.7","4.5","6.0","태화강","태화강","1962-07-01","1965070808:00:00","2024080713:00:00","2024080714:01:29","1965070808:00:00","2024080713:00:00"
"2201670","울산시(태화교)","35.552499999999995","129.30916666666667","환경부","3.5","4.5","5.5","태화강","태화강","1962-02-01","1969070404:00:00","2024080713:00:00","2024080714:01:29","1969070404:00:00","2024080713:00:00"
"2201685","울산시(신답교)","35.62972222222222","129.34666666666666","환경부","3.75","4.2","4.8","동천","태화강","2017-11-10","2018011515:00:00","2024080713:00:00","2024080714:01:29","2018011515:00:00","2024080713:00:00"
"2201690","울산시(병영교)","35.57666666666667","129.35194444444443","환경부","3.19","4.4","5.5","동천","태화강","1962-07-01","1965072120:00:00","2024080713:00:00","2024080714:01:29","1965072120:00:00","2024080713:00:00"
"2301630","울산시(통천교)","35.47","129.23916666666665","환경부","1.4","2.0","2.7","회야강","회야ㆍ수영","1962-07-01","2006010916:00:00","2024080713:00:00","2024080714:01:29","2006010916:00:00","2024080713:00:00"
"2301650","울산시(동천리)","35.46333333333334","129.28472222222223","환경부","4.2","4.8","5.5","회야강","회야ㆍ수영","1962-07-01","2006010916:00:00","2024080713:00:00","2024080714:01:29","2006010916:00:00","2024080713:00:00"
"2301670","울산시(덕신교)","35.43416666666666","129.30416666666667","환경부","4.3","6.6","7.5","회야강","회야ㆍ수영","2016-01-01","2016010100:00:00","2024080713:00:00","2024080714:01:29","2016010100:00:00","2024080713:00:00"
"2302640","부산시(동천교)","35.2175","129.11833333333334","환경부","3.75","6.4","7.6","수영강","회야ㆍ수영","2022-03-02","2022021115:00:00","2024080713:00:00","2024080714:01:29","2022021115:00:00","2024080713:00:00"
"2302650","부산시(원동교)","35.193888888888885","129.11416666666665","환경부","3.3","4.6","5.3","","회야ㆍ수영","2017-01-01","2017010100:00:00","2024080713:00:00","2024080714:01:29","2017010100:00:00","2024080713:00:00"
"2302655","부산시(세병교)","35.196666666666665","129.08277777777778","환경부","4.0","5.0","6.0","온천천","회야ㆍ수영","2022-03-02","2022021115:00:00","2024080713:00:00","2024080714:01:29","2022021115:00:00","2024080713:00:00"
"2401613","울진군(올미골교)","37.030833333333334","129.32527777777779","환경부","2.8","3.5","4.2","남대천","낙동강동해","2022-07-27","2022072816:00:00","2024080713:00:00","2024080714:01:29","2022072816:00:00","2024080713:00:00"
"2401616","울진군(월변교)","36.98888888888889","129.4013888888889","환경부","2.5","3.7","4.5","남대천","낙동강동해","2022-03-02","2022021811:00:00","2024080713:00:00","2024080714:01:29","2022021811:00:00","2024080713:00:00"
"2401633","영양군(수하3교)","36.830000000000005","129.2688888888889","환경부","3.9","4.8","5.8","장수포천","낙동강동해","2024-01-09","2024020212:00:00","2024080713:00:00","2024080714:01:29","2024020212:00:00","2024080713:00:00"
"2401650","울진군(수산교)","36.965833333333336","129.39805555555554","환경부","4.2","5.0","6.0","왕피천","낙동강동해","2017-01-01","2017010100:00:00","2024080713:00:00","2024080714:01:29","2017010100:00:00","2024080713:00:00"
"2401690","영덕군(인량교)","36.54888888888889","129.37722222222223","환경부","2.9","3.4","4.0","송천","낙동강동해","2016-01-01","2016010100:00:00","2024080713:00:00","2024080714:01:29","2016010100:00:00","2024080713:00:00"
"2402630","영덕군(영덕대교)","36.402499999999996","129.37333333333333","환경부","2.9","3.7","4.5","영덕오십천","낙동강동해","2016-01-01","2016010100:00:00","2024080713:00:00","2024080714:01:29","2016010100:00:00","2024080713:00:00"
"2402680","포항시(곡강교)","36.121944444444445","129.34611111111113","환경부","2.5","3.1","3.6","곡강천","낙동강동해","2024-01-09","2024020212:00:00","2024080713:00:00","2024080714:01:29","2024020212:00:00","2024080713:00:00"
"2403620","포항시(문덕3교)","35.95166666666667","129.4063888888889","환경부","3.0","3.7","4.5","냉천","낙동강동해","2023-03-05","2023042710:00:00","2024080713:00:00","2024080714:01:29","2023042710:00:00","2024080713:00:00"
"3001605","장수군(운곡교)","35.72138888888889","127.53083333333333","환경부","1.5","2.5","3.5","금강","금강","2008-01-01","2008010100:00:00","2024080713:00:00","2024080714:01:29","2008010100:00:00","2024080713:00:00"
"3001610","장수군(장계제2교)","35.73027777777778","127.58305555555555","환경부","1.5","2.0","2.5","장계천","금강","2008-01-01","2008010100:00:00","2024080713:00:00","2024080714:01:29","2008010100:00:00","2024080713:00:00"
"3002650","진안군(감동교)","35.97083333333334","127.53472222222221","환경부","2.4","4.8","6.2","금강","금강","1962-07-01","1963072605:00:00","2024080713:00:00","2024080714:01:29","1963072605:00:00","2024080713:00:00"
"3002655","무주군(대티교)","35.99388888888889","127.5775","환경부","1.5","4.2","5.4","금강","금강","2012-01-01","2011082511:00:00","2024080713:00:00","2024080714:01:29","2011082511:00:00","2024080713:00:00"
"3003617","무주군(하두교)","35.99027777777778","127.7925","환경부","3.0","4.0","4.5","원당천","금강","2021-12-28","2021122818:00:00","2024080713:00:00","2024080714:01:29","2021122818:00:00","2024080713:00:00"
"3003620","무주군(신촌농2교)","36.00555555555555","127.79527777777777","환경부","1.7","3.0","3.7","무주남대천","금강","2007-01-01","2006010100:00:00","2024080713:00:00","2024080714:01:29","2006010100:00:00","2024080713:00:00"
"3003660","무주군(여의교)","36.03583333333333","127.71166666666667","환경부","2.5","4.1","5.2","무주남대천","금강","2007-01-01","2006010100:00:00","2024080713:00:00","2024080714:01:29","2006010100:00:00","2024080713:00:00"
"3003675","무주군(산성교)","35.98722222222222","127.69583333333334","환경부","2.7","3.0","4.0","상곡천","금강","2021-12-28","2021122818:00:00","2024080713:00:00","2024080714:01:29","2021122818:00:00","2024080713:00:00"
"3003680","무주군(취수장)","36.00888888888889","127.6738888888889","환경부","1.3","3.0","4.0","무주남대천","금강","1973-01-01","1981060101:00:00","2024080713:00:00","2024080714:01:29","1981060101:00:00","2024080713:00:00"
"3003692","무주군(무명교)","35.98583333333333","127.63916666666667","환경부","2.7","3.3","3.8","적상천","금강","2021-12-28","2021122818:00:00","2024080713:00:00","2024080714:01:29","2021122818:00:00","2024080713:00:00"
"3003694","무주군(서면교)","36.003055555555555","127.62444444444444","환경부","3.1","4.2","5.4","","금강","2024-02-01","2024040117:00:00","2024080713:00:00","2024080714:01:29","2024040117:00:00","2024080713:00:00"
"3004637","금산군(황풍교)","36.08166666666667","127.5075","환경부","2.0","2.4","2.8","봉황천","금강","2019-09-06","2019100118:00:00","2024080713:00:00","2024080714:01:29","2019100118:00:00","2024080713:00:00"
"3004640","금산군(제원대교)","36.111111111111114","127.56722222222221","환경부","2.5","5.0","6.0","금강","금강","1995-03-01","2005022313:00:00","2024080713:00:00","2024080714:01:29","2005022313:00:00","2024080713:00:00"
"3004645","금산군(음대교)","36.03","127.50222222222222","환경부","1.5","2.5","3.0","봉황천","금강","2011-01-01","2010080211:00:00","2024080713:00:00","2024080714:01:29","2010080211:00:00","2024080713:00:00"
"3004680","영동군(영산교)","36.178888888888885","127.7725","환경부","1.6","3.5","4.0","영동천","금강","2013-01-01","2013010100:00:00","2024010100:00:00","2024080714:01:29","2013010100:00:00","2024010100:00:00"
"3004685","영동군(초강교)","36.211111111111116","127.71583333333334","환경부","2.6","4.5","5.5","영동천","금강","2006-01-01","2005042910:00:00","2024080713:00:00","2024080714:01:29","2005042910:00:00","2024080713:00:00"
"3004690","영동군(양강교)","36.21194444444445","127.70777777777778","환경부","3.2","5.0","6.0","금강","금강","1962-07-01","1963053012:00:00","2024080713:00:00","2024080714:01:29","1963053012:00:00","2024080713:00:00"
"3005670","영동군(금상교)","36.22527777777778","127.91027777777778","환경부","1.6","3.0","4.0","초강","금강","2008-01-01","2008010100:00:00","2024080713:00:00","2024080714:01:29","2008010100:00:00","2024080713:00:00"
"3005675","영동군(백화교)","36.25972222222222","127.89666666666668","환경부","2.6","3.5","4.5","석천","금강","2008-01-01","2008010100:00:00","2024080713:00:00","2024080714:01:29","2008010100:00:00","2024080713:00:00"
"3005690","영동군(심천교)","36.230555555555554","127.72166666666666","환경부","1.7","4.0","5.2","초강","금강","1973-01-01","1976082716:00:00","2024080713:00:00","2024080714:01:29","1976082716:00:00","2024080713:00:00"
"3006680","옥천군(이원대교)","36.239444444444445","127.66777777777779","한국수자원공사","3.2","6.4","7.9","금강","금강","1979-09-15","1984070301:00:00","2024080713:00:00","2024080714:01:29","1984070301:00:00","2024080713:00:00"
"3006690","옥천군((구)금강2교)","36.28944444444444","127.64527777777778","환경부","4.7","9.4","12.4","금강","금강","2021-12-28","2022010501:00:00","2024080713:00:00","2024080714:01:29","2022010501:00:00","2024080713:00:00"
"3007610","보은군(산성교)","36.52027777777778","127.71833333333333","환경부","1.4","2.3","2.8","보청천","금강","1982-08-01","1982091413:00:00","2024080713:00:00","2024080714:01:29","1982091413:00:00","2024080713:00:00"
"3007620","보은군(이평교)","36.489444444444445","127.7225","환경부","1.4","2.5","3.5","보청천","금강","1982-08-01","1982070709:00:00","2024080713:00:00","2024080714:01:29","1982070709:00:00","2024080713:00:00"
"3007640","보은군(탄부교)","36.43722222222222","127.81166666666667","환경부","1.7","2.7","3.4","삼가천","금강","1982-08-01","1985060108:00:00","2024080713:00:00","2024080714:01:29","1985060108:00:00","2024080713:00:00"
"3007645","보은군(대양교)","36.420833333333334","127.79805555555555","환경부","4.0","5.1","5.8","보청천","금강","2008-01-01","2008010100:00:00","2024080713:00:00","2024080714:01:29","2008010100:00:00","2024080713:00:00"
"3007650","보은군(기대교)","36.41583333333333","127.82083333333333","환경부","2.6","4.7","5.9","보청천","금강","1982-08-01","1984060107:00:00","2024080713:00:00","2024080714:01:29","1984060107:00:00","2024080713:00:00"
"3007660","옥천군(산계교)","36.31722222222223","127.75805555555556","환경부","3.1","4.0","5.5","보청천","금강","1982-08-01","1985060105:00:00","2024080713:00:00","2024080714:01:29","1985060105:00:00","2024080713:00:00"
"3008605","금산군(원당교)","36.223888888888894","127.50277777777778","환경부","3.1","3.5","3.9","추풍천","금강","2021-12-28","2021122818:00:00","2024080713:00:00","2024080714:01:29","2021122818:00:00","2024080713:00:00"
"3008630","옥천군(옥각교)","36.3175","127.55499999999999","환경부","1.8","3.4","4.4","소옥천","금강","2008-01-01","2008010100:00:00","2024080713:00:00","2024080714:01:29","2008010100:00:00","2024080713:00:00"
"3008670","금산군(제원교)","36.111666666666665","127.55277777777778","환경부","2.8","4.5","5.5","봉황천","금강","2007-01-01","2006010100:00:00","2024080713:00:00","2024080714:01:29","2006010100:00:00","2024080713:00:00"
"3008695","대전시(금강1교)","36.45472222222222","127.41666666666667","환경부","2.3","5.2","6.7","금강","금강","2007-01-01","2006010100:00:00","2024080713:00:00","2024080714:01:29","2006010100:00:00","2024080713:00:00"
"3009608","논산시(부엉골교)","36.197222222222216","127.28055555555555","환경부","1.1","1.7","2.2","","금강","2024-02-01","2024040117:00:00","2024080713:00:00","2024080714:01:29","2024040117:00:00","2024080713:00:00"
"3009617","금산군(백암교)","36.19277777777778","127.38777777777779","환경부","2.2","2.9","3.5","","금강","2023-04-11","2023041314:00:00","2024072220:00:00","2024080714:01:29","2023041314:00:00","2024072220:00:00"
"3009620","금산군(문암교)","36.225","127.37777777777777","환경부","2.0","2.5","3.5","유등천","금강","2001-05-01","2001041318:00:00","2024080713:00:00","2024080714:01:29","2001041318:00:00","2024080713:00:00"
