"obs_id","obs_name","lat","lon","gov_agency","attn_level","warn_level","danger_level","river","rel_river","opened_at","first_at","last_at","data_key","created_at","updated_at"
"1018695","서울시(너부대교)","37.47888888888889","126.84555555555555","환경부","1.5","3.0","4.0","","한강","2002-10-16","2002101700:00:00","2024080713:00:00","2024080714:01:29","2002101700:00:00","2024080713:00:00"
"1018697","서울시(오금교)","37.50833333333333","126.87416666666665","환경부","3.5","7.0","9.0","안양천","한강","2002-10-16","2002020108:00:00","2024080713:00:00","2024080714:01:29","2002020108:00:00","2024080713:00:00"
"1018698","서울시(신대방1교)","37.488055555555555","126.91444444444446","환경부","1.3","2.9","3.7","도림천","한강","2023-04-01","2023040101:00:00","2024080713:00:00","2024080714:01:29","2023040101:00:00","2024080713:00:00"
"1019620","부천시(도두리2교)","37.532222222222224","126.76055555555556","환경부","2.0","2.7","3.4","굴포천","한강","2013-12-31","2013122711:00:00","2024080713:00:00","2024080714:01:29","2013122711:00:00","2024080713:00:00"
"1019630","서울시(행주대교)","37.60305555555556","126.81472222222222","환경부","4.5","7.2","9.0","한강","한강","1916-08-01","1917090319:00:00","2024080713:00:00","2024080714:01:29","1917090319:00:00","2024080713:00:00"
"1019667","고양시(원당교)","37.684999999999995","126.86583333333333","환경부","1.6","2.5","3.0","곡릉천","한강","2022-04-01","2022040101:00:00","2024080713:00:00","2024080714:01:29","2022040101:00:00","2024080713:00:00"
"1019675","김포시(전류리)","37.69583333333333","126.66444444444446","환경부","5.0","5.5","6.3","한강","한강","1956-01-01","1965071607:00:00","2024080713:00:00","2024080714:01:29","1965071607:00:00","2024080713:00:00"
"1019680","파주시(교하교)","37.76027777777778","126.76138888888889","환경부","3.0","5.1","6.5","곡릉천","한강","2015-12-30","2015123010:00:00","2024080713:00:00","2024080714:01:29","2015123010:00:00","2024080713:00:00"
"1021630","철원군(대마리)","38.26833333333333","127.16611111111112","환경부","2.0","3.0","4.0","","한강","2021-06-30","2021063000:00:00","2024080713:00:00","2024080714:01:29","2021063000:00:00","2024080713:00:00"
"1021680","연천군(임진교)","38.05638888888888","127.0175","환경부","6.5","7.0","9.5","임진강","한강","1989-06-01","1999030504:00:00","2024080713:00:00","2024080714:01:29","1999030504:00:00","2024080713:00:00"
"1022626","철원군(장수대교)","38.24611111111111","127.37444444444444","환경부","4.0","5.5","6.5","김화 남대천","한강","2011-12-14","2011121416:00:00","2024080713:00:00","2024080714:01:29","2011121416:00:00","2024080713:00:00"
"1022630","철원군(삼합교)","38.29388888888889","127.34916666666666","환경부","3.5","5.2","6.8","한탄강","한강","2001-10-06","2001070916:00:00","2023032011:00:00","2024080714:01:29","2001070916:00:00","2023032011:00:00"
"1022635","철원군(한탄대교)","38.18694444444444","127.29916666666666","환경부","5.0","7.9","10.1","한탄강","한강","2015-12-29","2015123010:00:00","2024080713:00:00","2024080714:01:29","2015123010:00:00","2024080713:00:00"
"1022640","포천시(용담교)","38.12388888888889","127.27194444444444","환경부","5.0","13.7","18.0","한탄강","한강","1996-06-01","1999030504:00:00","2024080713:00:00","2024080714:01:29","1999030504:00:00","2024080713:00:00"
"1022647","포천시(포천대교)","37.8925","127.20194444444445","환경부","4.3","6.1","7.4","포천천","한강","2023-01-27","2023012716:00:00","2024080713:00:00","2024080714:01:29","2023012716:00:00","2024080713:00:00"
"1022648","포천시(은현교)","38.00222222222222","127.23861111111111","환경부","3.5","4.5","5.5","포천천","한강","2008-11-03","2008103100:00:00","2024080713:00:00","2024080714:01:29","2008103100:00:00","2024080713:00:00"
"1022650","포천시(영평교)","38.01083333333333","127.21444444444445","환경부","2.5","5.5","6.2","영평천","한강","1996-06-01","1999030504:00:00","2024080713:00:00","2024080714:01:29","1999030504:00:00","2024080713:00:00"
"1022655","포천시(신백의교)","38.018055555555556","127.14277777777778","환경부","5.5","6.3","8.2","영평천","한강","2006-07-01","2006120100:00:00","2024080713:00:00","2024080714:01:29","2006120100:00:00","2024080713:00:00"
"1022662","연천군(차탄교)","38.087500000000006","127.07194444444444","환경부","3.5","4.5","6.5","차탄천","한강","2016-11-07","2016110901:00:00","2024080713:00:00","2024080714:01:29","2016110901:00:00","2024080713:00:00"
"1022668","동두천시(송천교)","37.88027777777778","127.05138888888888","환경부","2.5","4.0","5.0","","한강","2016-11-07","2016110901:00:00","2024080713:00:00","2024080714:01:29","2016110901:00:00","2024080713:00:00"
"1022670","연천군(신천교)","37.99305555555556","127.07694444444444","환경부","3.5","4.8","5.5","","한강","2008-11-03","2008103100:00:00","2024080713:00:00","2024080714:01:29","2008103100:00:00","2024080713:00:00"
"1022680","연천군(사랑교)","38.009166666666665","127.05638888888889","환경부","3.7","7.5","9.5","한탄강","한강","1996-06-01","1999030504:00:00","2024080713:00:00","2024080714:01:29","1999030504:00:00","2024080713:00:00"
"1023640","연천군(삼화교)","38.025277777777774","126.98333333333333","환경부","11.5","12.7","16.1","임진강","한강","2011-12-14","2011121416:00:00","2024080713:00:00","2024080714:01:29","2011121416:00:00","2024080713:00:00"
"1023660","파주시(비룡대교)","37.98527777777778","126.91916666666667","환경부","6.9","9.5","11.5","임진강","한강","2000-02-29","1999030504:00:00","2024080713:00:00","2024080714:01:29","1999030504:00:00","2024080713:00:00"
"1023662","연천군(사미천교)","38.00333333333333","126.87833333333333","환경부","8.2","8.6","11.3","사미천","한강","2010-11-11","2010122112:00:00","2024080713:00:00","2024080714:01:29","2010122112:00:00","2024080713:00:00"
"1023670","파주시(통일대교)","37.904444444444444","126.74166666666667","환경부","6.0","7.0","8.5","임진강","한강","1997-12-01","1999030504:00:00","2024080713:00:00","2024080714:01:29","1999030504:00:00","2024080713:00:00"
"1023674","파주시(만장교)","37.80555555555555","126.86194444444443","환경부","4.1","4.9","5.4","문산천","한강","2023-01-27","2023012716:00:00","2024080713:00:00","2024080714:01:29","2023012716:00:00","2024080713:00:00"
"1023680","파주시(아가메교)","37.82138888888889","126.78388888888888","환경부","3.5","5.7","7.4","문산천","한강","2012-10-15","2012092118:00:00","2024080713:00:00","2024080714:01:29","2012092118:00:00","2024080713:00:00"
"1101605","화성시(화산교)","37.217777777777776","127.02027777777778","환경부","5.0","6.0","7.5","황구지천","안성천","2013-12-31","2013122711:00:00","2024080713:00:00","2024080714:01:29","2013122711:00:00","2024080713:00:00"
"1101610","안성시(옥산대교)","37.00138888888889","127.25027777777778","환경부","1.5","2.7","3.6","안성천","안성천","1962-07-01","1964041904:00:00","2024080713:00:00","2024080714:01:29","1964041904:00:00","2024080713:00:00"
"1101618","안성시(한천교)","36.989444444444445","127.20555555555556","환경부","4.0","6.0","7.4","한천","안성천","2024-01-16","2024011611:00:00","2024080713:00:00","2024080714:01:29","2024011611:00:00","2024080713:00:00"
"1101620","안성시(건천리)","36.97361111111111","127.1825","환경부","1.0","4.0","5.3","안성천","안성천","1996-09-01","1996090217:00:00","2024080713:00:00","2024080714:01:29","1996090217:00:00","2024080713:00:00"
"1101628","천안시(안궁교)","36.964444444444446","127.13972222222223","환경부","8.0","10.0","11.2","입장천","안성천","2024-01-16","2024011614:00:00","2024080713:00:00","2024080714:01:29","2024011614:00:00","2024080713:00:00"
"1101630","천안시(안성천교)","36.97027777777778","127.11083333333333","환경부","3.0","3.4","4.5","안성천","안성천","1929-01-01","1930070806:00:00","2024080713:00:00","2024080714:01:29","1930070806:00:00","2024080713:00:00"
"1101635","평택시(군문교)","36.98361111111111","127.08","환경부","4.2","6.0","7.0","안성천","안성천","1929-01-01","1930070804:00:00","2024080713:00:00","2024080714:01:29","1930070804:00:00","2024080713:00:00"
"1101645","오산시(탑동대교)","37.13388888888889","127.05805555555555","환경부","1.5","3.7","4.0","오산천","안성천","2009-10-27","2009102700:00:00","2024080713:00:00","2024080714:01:29","2009102700:00:00","2024080713:00:00"
"1101650","화성시(수직교)","37.12361111111111","126.99972222222222","환경부","4.0","5.3","6.1","황구지천","안성천","1932-06-01","1935072215:00:00","2024080713:00:00","2024080714:01:29","1935072215:00:00","2024080713:00:00"
"1101663","평택시(진위1교)","37.095","127.05222222222221","환경부","2.5","4.6","5.8","진위천","안성천","2010-11-11","2010122112:00:00","2024080713:00:00","2024080714:01:29","2010122112:00:00","2024080713:00:00"
"1101665","평택시(회화리)","37.096111111111114","127.02888888888889","환경부","3.0","3.7","4.9","진위천","안성천","1962-01-01","1930070811:00:00","2024080713:00:00","2024080714:01:29","1930070811:00:00","2024080713:00:00"
"1101670","평택시(동연교)","37.052499999999995","126.9975","환경부","5.0","7.5","8.5","진위천","안성천","1986-04-23","1986060101:00:00","2024080713:00:00","2024080714:01:29","1986060101:00:00","2024080713:00:00"
"1101680","평택시(팽성대교)","36.97805555555556","127.03361111111111","환경부","4.0","4.6","5.6","안성천","안성천","2007-07-18","2007051416:00:00","2024080713:00:00","2024080714:01:29","2007051416:00:00","2024080713:00:00"
"1301630","양양군(용천2교)","38.05555555555555","128.60805555555555","환경부","3.0","4.4","5.2","양양남대천","한강동해","2014-12-29","2014122912:00:00","2024080713:00:00","2024080714:01:29","2014122912:00:00","2024080713:00:00"
"1301658","양양군(양양대교)","38.07527777777778","128.63166666666666","환경부","3.0","3.9","4.5","양양남대천","한강동해","1986-09-01","2006010101:00:00","2024080713:00:00","2024080714:01:29","2006010101:00:00","2024080713:00:00"
"1302648","강릉시(회산교)","37.74305555555556","128.87","환경부","2.5","2.8","3.8","강릉남대천","한강동해","1946-06-01","1982082601:00:00","2024080713:00:00","2024080714:01:29","1982082601:00:00","2024080713:00:00"
"1302668","동해시(북평교)","37.48527777777778","129.125","환경부","1.0","2.2","3.0","전천","한강동해","1947-03-01","2006010101:00:00","2024080713:00:00","2024080714:01:29","2006010101:00:00","2024080713:00:00"
"1302670","강릉시(송림교)","37.846944444444446","128.81055555555557","환경부","2.5","3.5","4.5","연곡천","한강동해","2014-12-29","2014122912:00:00","2024080713:00:00","2024080714:01:29","2014122912:00:00","2024080713:00:00"
"1303610","삼척시(남양촌교)","37.14333333333333","129.2602777777778","환경부","3.0","4.1","5.0","가곡천","한강동해","2014-12-29","2014122912:00:00","2024080713:00:00","2024080714:01:29","2014122912:00:00","2024080713:00:00"
"1303650","삼척시(상정교)","37.382777777777775","129.09861111111113","환경부","2.5","4.1","5.1","삼척오십천","한강동해","2014-12-29","2014122912:00:00","2024080713:00:00","2024080714:01:29","2014122912:00:00","2024080713:00:00"
"1303680","삼척시(오십천교)","37.43805555555555","129.16805555555555","환경부","4.0","5.8","7.2","삼척오십천","한강동해","1986-09-01","2006010101:00:00","2024080713:00:00","2024080714:01:29","2006010101:00:00","2024080713:00:00"
"2001610","태백시(문화교)","37.09583333333334","129.01722222222224","환경부","3.3","4.2","5.1","황지천","낙동강","2010-01-01","2009102800:00:00","2024080713:00:00","2024080714:01:29","2009102800:00:00","2024080713:00:00"
"2001615","봉화군(대현교)","37.06388888888888","129.04416666666665","환경부","5.5","6.5","7.2","낙동강","낙동강","2011-03-01","2013071615:00:00","2024080713:00:00","2024080714:01:29","2013071615:00:00","2024080713:00:00"
"2001625","봉화군(광회교)","36.93416666666666","129.11027777777778","환경부","3.5","4.0","4.6","회룡천","낙동강","2016-01-01","2016010100:00:00","2024080713:00:00","2024080714:01:29","2016010100:00:00","2024080713:00:00"
"2001628","봉화군(분천교)","36.930277777777775","129.05666666666667","환경부","5.9","7.0","7.9","낙동강","낙동강","2010-01-01","2009102800:00:00","2024080713:00:00","2024080714:01:29","2009102800:00:00","2024080713:00:00"
"2001655","봉화군(도천교)","36.85944444444445","128.90194444444444","환경부","3.3","4.1","4.9","운곡천","낙동강","2010-01-01","2009102800:00:00","2024080713:00:00","2024080714:01:29","2009102800:00:00","2024080713:00:00"
"2002634","영양군(청암교)","36.59722222222222","129.08555555555557","환경부","4.9","5.9","6.9","반변천","낙동강","2014-01-01","2014010100:00:00","2024080713:00:00","2024080714:01:29","2014010100:00:00","2024080713:00:00"
"2002685","안동시(묵계교)","36.431666666666665","128.91083333333333","환경부","3.1","4.0","4.9","길안천","낙동강","1988-01-01","1987060120:00:00","2024080713:00:00","2024080714:01:29","1987060120:00:00","2024080713:00:00"
"2002695","안동시(대사3교)","36.36611111111111","128.95916666666665","환경부","3.6","4.6","5.6","길안천","낙동강","2014-01-01","2014010100:00:00","2024080713:00:00","2024080714:01:29","2014010100:00:00","2024080713:00:00"
"2003640","안동시(운산리)","36.47944444444445","128.66","환경부","2.3","4.3","4.7","미천","낙동강","2005-01-24","2005012412:00:00","2024080713:00:00","2024080714:01:29","2005012412:00:00","2024080713:00:00"
"2003670","예천군(구담교)","36.53944444444444","128.46305555555554","환경부","3.9","5.2","6.6","낙동강","낙동강","2005-01-24","2005012412:00:00","2024080713:00:00","2024080714:01:29","2005012412:00:00","2024080713:00:00"
"2003690","의성군(풍지교)","36.53","128.36499999999998","환경부","5.8","7.7","9.5","낙동강","낙동강","1988-01-01","1987060120:00:00","2024080713:00:00","2024080714:01:29","1987060120:00:00","2024080713:00:00"
"2004605","봉화군(봉화대교)","36.8875","128.73194444444445","환경부","2.0","3.0","3.9","내성천","낙동강","2009-01-01","2008121600:00:00","2024080713:00:00","2024080714:01:29","2008121600:00:00","2024080713:00:00"
"2004629","영주시(서천교)","36.83027777777778","128.61388888888888","환경부","2.5","3.3","4.8","서천","낙동강","2023-01-09","2023010900:00:00","2024080713:00:00","2024080714:01:29","2023010900:00:00","2024080713:00:00"
"2004635","영주시(월호교)","36.76305555555555","128.6211111111111","환경부","3.8","5.5","7.0","서천","낙동강","2007-01-26","2007012622:00:00","2024080713:00:00","2024080714:01:29","2007012622:00:00","2024080713:00:00"
"2004640","영주시(석탑교)","36.71638888888889","128.59972222222223","환경부","3.5","4.9","6.2","내성천","낙동강","2008-01-01","2008010100:00:00","2024080713:00:00","2024080714:01:29","2008010100:00:00","2024080713:00:00"
"2004650","예천군(미호교)","36.669444444444444","128.51833333333335","환경부","3.0","4.5","5.9","내성천","낙동강","2008-01-01","2008010100:00:00","2024080713:00:00","2024080714:01:29","2008010100:00:00","2024080713:00:00"
"2004668","예천군(신예천교)","36.650277777777774","128.44861111111112","환경부","2.5","3.2","3.8","한천","낙동강","1962-07-01","1983060101:00:00","2024080713:00:00","2024080714:01:29","1983060101:00:00","2024080713:00:00"
"2004680","예천군(회룡교)","36.586111111111116","128.31944444444443","환경부","5.0","6.0","7.0","내성천","낙동강","2007-01-26","2007012622:00:00","2024080713:00:00","2024080714:01:29","2007012622:00:00","2024080713:00:00"
"2004695","예천군(산양교)","36.61138888888889","128.26083333333332","환경부","2.0","2.5","3.0","금천","낙동강","1968-01-01","1981060101:00:00","2024080713:00:00","2024080714:01:29","1981060101:00:00","2024080713:00:00"
"2005640","문경시(갈마교)","36.638888888888886","128.0863888888889","환경부","3.5","4.6","5.2","영강","낙동강","2012-01-01","2012010100:00:00","2024080713:00:00","2024080714:01:29","2012010100:00:00","2024080713:00:00"
"2005643","문경시(봉득교)","36.66916666666666","128.12333333333333","환경부","4.5","5.5","6.5","조령천","낙동강","2023-01-09","2023010900:00:00","2024080713:00:00","2024080714:01:29","2023010900:00:00","2024080713:00:00"
"2005650","문경시(불정교)","36.645833333333336","128.1486111111111","환경부","3.75","5.0","5.5","영강","낙동강","1996-12-26","2002031907:00:00","2024080713:00:00","2024080714:01:29","2002031907:00:00","2024080713:00:00"
"2005660","문경시(김용리)","36.58916666666667","128.21666666666667","환경부","2.9","4.0","4.5","영강","낙동강","1965-12-01","1981060101:00:00","2024080713:00:00","2024080714:01:29","1981060101:00:00","2024080713:00:00"
"2005680","상주시(이안교)","36.54388888888889","128.1588888888889","환경부","2.8","3.4","3.9","이안천","낙동강","1968-01-01","1983060201:00:00","2024080713:00:00","2024080714:01:29","1983060201:00:00","2024080713:00:00"
"2006625","상주시(병성교)","36.43555555555555","128.2213888888889","환경부","4.0","5.6","7.1","병성천","낙동강","2003-04-01","2003040100:00:00","2024080713:00:00","2024080714:01:29","2003040100:00:00","2024080713:00:00"
"2006630","상주시(소천2교)","36.375277777777775","128.14777777777778","환경부","2.2","3.3","4.0","병성천","낙동강","1968-01-01","1980060101:00:00","2024080713:00:00","2024080714:01:29","1980060101:00:00","2024080713:00:00"
"2006665","상주시(후천교)","36.42805555555555","128.15861111111113","환경부","2.7","3.3","3.9","북천","낙동강","1942-10-01","1983070212:00:00","2024080713:00:00","2024080714:01:29","1983070212:00:00","2024080713:00:00"
"2006675","상주시(화계교)","36.41861111111111","128.18305555555554","환경부","2.8","3.8","4.8","병성천","낙동강","2010-01-01","2009102800:00:00","2024080713:00:00","2024080714:01:29","2009102800:00:00","2024080713:00:00"
"2007620","문경시(말응리)","36.5425","128.2613888888889","환경부","4.3","6.1","7.8","낙동강","낙동강","2007-01-26","2007012622:00:00","2024080713:00:00","2024080714:01:29","2007012622:00:00","2024080713:00:00"
"2007640","문경시(이목리)","36.55555555555555","128.29611111111112","환경부","5.8","8.0","10.1","낙동강","낙동강","1962-07-01","1917090406:00:00","2024080713:00:00","2024080714:01:29","1917090406:00:00","2024080713:00:00"
"2007660","예천군(상풍교)","36.49861111111111","128.2686111111111","환경부","1.72","4.0","5.5","낙동강","낙동강","1988-01-01","1987060120:00:00","2024080713:00:00","2024080714:01:29","1987060120:00:00","2024080713:00:00"
"2007680","상주시(상주보상)","36.43194444444444","128.2513888888889","환경부","47.5","48.6","49.1","낙동강","낙동강","2010-05-31","2010060311:00:00","2024080713:00:00","2024080714:01:29","2010060311:00:00","2024080713:00:00"
"2007682","상주시(상주보하)","36.43472222222222","128.24249999999998","환경부","43.1","44.7","46.3","낙동강","낙동강","2011-07-01","2012061514:00:00","2024080713:00:00","2024080714:01:29","2012061514:00:00","2024080713:00:00"
"2007686","상주시(강창교)","36.40972222222222","128.24444444444444","환경부","5.45","8.5","10.1","낙동강","낙동강","2018-11-02","2018110217:00:00","2024080713:00:00","2024080714:01:29","2018110217:00:00","2024080713:00:00"
"2008628","의성군(구미교)","36.30583333333333","128.60027777777776","환경부","4.0","5.1","6.2","남대천","낙동강","2017-12-14","2018011515:00:00","2024080713:00:00","2024080714:01:29","2018011515:00:00","2024080713:00:00"
"2008630","군위군(미성교)","36.181666666666665","128.67222222222222","환경부","2.4","2.9","3.4","위천","낙동강","1982-07-06","1982070601:00:00","2024080713:00:00","2024080714:01:29","1982070601:00:00","2024080713:00:00"
"2008631","의성군(덕은교)","36.29","128.60888888888888","환경부","4.5","5.2","5.8","쌍계천","낙동강","2012-01-01","2012031501:00:00","2024080713:00:00","2024080714:01:29","2012031501:00:00","2024080713:00:00"
"2008633","의성군(장송교)","36.32805555555556","128.52083333333334","환경부","4.8","6.5","8.0","위천","낙동강","2021-10-01","2020052716:00:00","2024080713:00:00","2024080714:01:29","2020052716:00:00","2024080713:00:00"
"2008635","군위군(병수리)","36.176944444444445","128.58555555555557","환경부","2.9","3.5","4.4","위천","낙동강","1982-07-09","1982090113:00:00","2024080713:00:00","2024080714:01:29","1982090113:00:00","2024080713:00:00"
"2008645","군위군(효령교)","36.155277777777776","128.58416666666668","환경부","2.2","2.5","3.2","남천","낙동강","1982-09-01","1982070101:00:00","2024080713:00:00","2024080714:01:29","1982070101:00:00","2024080713:00:00"
"2008650","군위군(무성리)","36.193888888888885","128.56416666666667","환경부","4.2","5.0","6.0","위천","낙동강","1982-07-08","1982070514:00:00","2024080713:00:00","2024080714:01:29","1982070514:00:00","2024080713:00:00"
"2008665","의성군(동부교)","36.323888888888895","128.50055555555556","환경부","4.6","5.8","7.1","위천","낙동강","2016-01-01","2016010100:00:00","2024080713:00:00","2024080714:01:29","2016010100:00:00","2024080713:00:00"
"2008690","의성군(위중리)","36.359722222222224","128.39694444444444","환경부","4.8","6.5","8.1","위천","낙동강","1965-12-01","1980070101:00:00","2024080713:00:00","2024080714:01:29","1980070101:00:00","2024080713:00:00"
"2009618","의성군(낙단보상)","36.35722222222223","128.31305555555556","환경부","40.5","42.2","43.0","낙동강","낙동강","2010-05-31","2010060311:00:00","2024080713:00:00","2024080714:01:29","2010060311:00:00","2024080713:00:00"
"2009620","의성군(낙단교)","36.3575","128.3011111111111","환경부","8.3","9.0","10.5","낙동강","낙동강","1924-01-01","1915090812:00:00","2024080713:00:00","2024080714:01:29","1915090812:00:00","2024080713:00:00"
"2009670","구미시(일선교)","36.27305555555555","128.3427777777778","환경부","2.21","3.6","4.6","낙동강","낙동강","1982-07-01","1983060101:00:00","2024080713:00:00","2024080714:01:29","1983060101:00:00","2024080713:00:00"
"2009680","구미시(구미보상)","36.23833333333334","128.33972222222224","환경부","33.0","34.3","34.9","낙동강","낙동강","2010-05-31","2010060311:00:00","2024080713:00:00","2024080714:01:29","2010060311:00:00","2024080713:00:00"
"2009682","구미시(구미보하)","36.23361111111111","128.34444444444446","환경부","29.1","30.9","32.7","낙동강","낙동강","2011-06-01","2012061514:00:00","2024080713:00:00","2024080714:01:29","2012061514:00:00","2024080713:00:00"
"2010635","김천시(지품교)","36.02611111111111","128.03972222222222","환경부","3.3","4.0","4.7","감천","낙동강","2012-01-01","2012010414:00:00","2024080713:00:00","2024080714:01:29","2012010414:00:00","2024080713:00:00"
"2010650","김천시(김천교)","36.119166666666665","128.13055555555556","환경부","2.76","4.5","5.0","감천","낙동강","1942-10-01","1954072322:00:00","2024080713:00:00","2024080714:01:29","1954072322:00:00","2024080713:00:00"
"2011625","구미시(양포교)","36.13611111111111","128.42888888888888","환경부","3.8","4.8","5.9","한천","낙동강","2016-01-01","2016010100:00:00","2024080713:00:00","2024080714:01:29","2016010100:00:00","2024080713:00:00"
"2011640","구미시(구미대교)","36.11083333333333","128.39666666666665","환경부","2.17","4.6","5.6","낙동강","낙동강","1962-07-01","1987060120:00:00","2024080713:00:00","2024080714:01:29","1987060120:00:00","2024080713:00:00"
"2011648","칠곡군(칠곡보상)","36.01722222222222","128.39583333333331","환경부","26.0","27.2","27.8","낙동강","낙동강","2010-05-31","2010060311:00:00","2024080713:00:00","2024080714:01:29","2010060311:00:00","2024080713:00:00"
"2011649","칠곡군(칠곡보하)","36.013888888888886","128.39499999999998","환경부","21.9","23.6","25.4","낙동강","낙동강","2011-06-01","2012061514:00:00","2024080713:00:00","2024080714:01:29","2012061514:00:00","2024080713:00:00"
"2011650","칠곡군(호국의다리)","36.000277777777775","128.39416666666665","환경부","6.88","10.0","11.5","낙동강","낙동강","1924-04-01","1917070417:00:00","2024080713:00:00","2024080714:01:29","1917070417:00:00","2024080713:00:00"
"2011660","성주군(성주대교)","35.880833333333335","128.39027777777778","환경부","4.73","7.4","8.7","낙동강","낙동강","1995-03-08","1987060120:00:00","2024080713:00:00","2024080714:01:29","1987060120:00:00","2024080713:00:00"
"2011665","성주군(도성교)","35.87916666666667","128.36583333333334","환경부","3.7","4.9","6.1","백천","낙동강","2009-01-01","2008121600:00:00","2024080713:00:00","2024080714:01:29","2008121600:00:00","2024080713:00:00"
"2011696","대구시(강정고령보하)","35.83916666666667","128.46527777777777","환경부","17.6","19.6","21.6","낙동강","낙동강","2012-01-27","2012061514:00:00","2024080713:00:00","2024080714:01:29","2012061514:00:00","2024080713:00:00"
"2012625","영천시(단포교)","35.978611111111114","128.96833333333333","환경부","2.2","2.8","3.4","자호천","낙동강","1972-01-01","1988061615:00:00","2024080713:00:00","2024080714:01:29","1988061615:00:00","2024080713:00:00"
"2012628","영천시(영동교)","35.96888888888889","128.93833333333333","환경부","3.2","3.4","4.2","금호강","낙동강","2008-02-01","2008012900:00:00","2024080713:00:00","2024080714:01:29","2008012900:00:00","2024080713:00:00"
"2012632","영천시(영양교)","35.961666666666666","128.9175","환경부","1.9","2.9","3.7","신령천","낙동강","2011-01-01","2011010100:00:00","2024080713:00:00","2024080714:01:29","2011010100:00:00","2024080713:00:00"
"2012640","영천시(금창교)","35.93055555555555","128.87555555555556","환경부","2.1","4.0","5.0","금호강","낙동강","1962-07-01","1965071709:00:00","2024080713:00:00","2024080714:01:29","1965071709:00:00","2024080713:00:00"
"2012645","봉화군(풍호리)","36.846111111111114","128.88888888888889","환경부","5.0","8.4","10.5","낙동강","낙동강","1962-07-01","2006010916:00:00","2024080713:00:00","2024080714:01:29","2006010916:00:00","2024080713:00:00"
"2012648","경산시(압량교)","35.852222222222224","128.76638888888888","환경부","1.9","2.7","3.5","오목천","낙동강","2009-01-01","2008121600:00:00","2024080713:00:00","2024080714:01:29","2008121600:00:00","2024080713:00:00"
"2012650","경산시(환상리)","35.878055555555555","128.77916666666667","환경부","1.8","4.0","5.0","금호강","낙동강","2002-04-11","2001010100:00:00","2024080713:00:00","2024080714:01:29","2001010100:00:00","2024080713:00:00"
"2012652","대구시(성동교)","35.85194444444445","128.72361111111113","환경부","1.8","3.3","4.1","남천","낙동강","2002-02-07","2001010100:00:00","2024080713:00:00","2024080714:01:29","2001010100:00:00","2024080713:00:00"
"2012653","대구시(안심교)","35.861666666666665","128.71444444444444","환경부","1.0","4.0","5.0","금호강","낙동강","2011-01-01","2011010100:00:00","2024080713:00:00","2024080714:01:29","2011010100:00:00","2024080713:00:00"
"2012660","대구시(신암동)","35.891666666666666","128.63444444444443","환경부","3.25","5.5","7.5","금호강","낙동강","1923-06-01","1923072320:00:00","2024080713:00:00","2024080714:01:29","1923072320:00:00","2024080713:00:00"
"2012665","대구시(동화교)","35.91638888888889","128.60027777777776","환경부","2.0","3.8","4.8","동화천","낙동강","2002-02-07","2001010100:00:00","2024080713:00:00","2024080714:01:29","2001010100:00:00","2024080713:00:00"
"2012666","대구시(노곡교)","35.901944444444446","128.56472222222223","환경부","5.1","7.0","8.8","금호강","낙동강","2021-10-01","2021093010:00:00","2024080518:00:00","2024080714:01:29","2021093010:00:00","2024080518:00:00"
"2012670","대구시(산격대교)","35.909444444444446","128.59833333333333","환경부","3.9","5.9","7.2","금호강","낙동강","2006-01-25","2006011216:00:00","2024080713:00:00","2024080714:01:29","2006011216:00:00","2024080713:00:00"
"2012690","대구시(성북교)","35.893055555555556","128.59305555555557","환경부","2.0","2.9","3.9","신천","낙동강","2002-04-11","2001010100:00:00","2024080713:00:00","2024080714:01:29","2001010100:00:00","2024080713:00:00"
"2012695","대구시(강창교)","35.85333333333333","128.47166666666666","환경부","5.5","7.6","9.8","금호강","낙동강","1962-07-01","1963061906:00:00","2024080713:00:00","2024080714:01:29","1963061906:00:00","2024080713:00:00"
"2012696","대구시(매곡리)","35.849444444444444","128.4463888888889","환경부","6.98","9.0","10.0","낙동강","낙동강","2006-04-25","2006011216:00:00","2024080713:00:00","2024080714:01:29","2006011216:00:00","2024080713:00:00"
"2013615","성주군(가천교)","35.880833333333335","128.17305555555555","환경부","2.2","2.9","3.6","대가천","낙동강","1962-07-01","1963062005:00:00","2024080713:00:00","2024080714:01:29","1963062005:00:00","2024080713:00:00"
"2013620","성주군(화죽교)","35.873333333333335","128.17916666666665","환경부","2.1","2.5","2.9","화죽천","낙동강","2009-01-01","2008121600:00:00","2024080713:00:00","2024080714:01:29","2008121600:00:00","2024080713:00:00"
"2013629","성주군(작천교)","35.79527777777778","128.265","환경부","4.0","4.9","5.8","대가천","낙동강","2023-01-09","2023010900:00:00","2024080713:00:00","2024080714:01:29","2023010900:00:00","2024080713:00:00"
"2013630","합천군(구정리)","35.70722222222223","128.16972222222222","환경부","3.02","3.6","4.2","가야천","낙동강","2015-01-01","2015010100:00:00","2024080713:00:00","2024080714:01:29","2015010100:00:00","2024080713:00:00"
"2013640","고령군(귀원교)","35.67583333333333","128.23916666666665","환경부","4.3","4.9","5.5","안림천","낙동강","2012-01-01","2012010414:00:00","2024080713:00:00","2024080714:01:29","2012010414:00:00","2024080713:00:00"
"2013650","고령군(회천교)","35.72916666666667","128.2777777777778","환경부","3.1","3.6","4.2","회천","낙동강","1962-07-01","1963061911:00:00","2024080713:00:00","2024080714:01:29","1963061911:00:00","2024080713:00:00"
