"obs_id","obs_name","lat","lon","gov_agency","addr","etc_addr"
"22014080","울산시(태화교)","35-33-10","129-18-33","환경부","울산광역시 중구","성남동 337 (태화교)"
"22014082","울산시(구미리)","35-39-24","129-11-46","한국수자원공사","울산광역시 울주군 두동면 구미리 566-1",""
"22014084","울산시(천전리)","35-37-07","129-10-08","한국수자원공사","울산광역시 울주군 두동면 천전리 306",""
"22014090","울산시(사연교)","35-34-20","129-12-16","환경부","울산광역시 울주군","범서읍 사연리 703-1 (사연교)"
"23014010","양산시(삼호동)","35-25-08","129-10-20","환경부","경상남도 양산시","삼호동 953"
"23014011","울산시(선암댐)","35-30-57","129-19-53","한국수자원공사","울산관역시 남구 선암동","산 20-7"
"24014010","영양군(신원리)","36-45-42","129-12-35","환경부","경상북도 영양군","수비면 신원리 330-4 (국도 88호선 일원)"
"24034010","경주시(감포댐)","35-49-59","129-30-46","한국수자원공사","경상북도 경주시 감포읍 오류리 산 16-2",""
"24034020","포항시(문덕3교)","35-57-06","129-24-23","환경부","경상북도 포항시 남구 오천읍","문덕리 131-1"
"25034050","거제시(구천댐)","34-50-40","128-39-59","한국수자원공사","경상남도 거제시 신현읍 삼거리 529-4",""
"25034052","거제시(연초댐)","34-56-10","128-40-09","한국수자원공사","경상남도 거제시 연초면 덕치리 107",""
"25044010","부산시(을숙도)","35-06-35","128-56-53","환경부","부산광역시 사하구","하단동 1149-6번지 (홍수통제소)"
"30014010","진안군(마을지원센터)","35-46-60","127-25-23","환경부","전라북도 진안군","진안읍 진무로 975"
"30014020","무주군(안성초교)","35-51-56","127-39-18","환경부","전라북도 무주군","안성면 칠연로 58"
"30014030","용담","35-56-39","127-32-10","환경부","전라북도 진안군","용담면    옥거리    용담초교"
"30014040","장수군(장수초교)","35-38-51","127-31-22","환경부","전라북도 장수군","장수읍 향교길 11-8"
"30014070","천천","","","기타","전라북도 장수군","춘송리              천천국교"
"30014080","진안군(대불리)","35-57-42","127-21-54","환경부","전라북도 진안군","주천면 대불리 1138"
"30014090","진안","35-54-34","127-25-58","한국수자원공사","",""
"30014100","장수","35-38-53","127-31-22","한국수자원공사","",""
"30014120","무주군(원통사)","35-49-02","127-41-50","환경부","전라북도 무주군","안성면 죽천리 산175-1"
"30014130","계북","35-47-05","127-38-03","한국수자원공사","",""
"30014140","진안군(황금리)","35-51-36","127-24-12","한국수자원공사","전라북도 진안군","부귀면 황금리 산118-9"
"30014150","진안군(주평리)","35-48-11","127-29-10","한국수자원공사","전라북도 진안군","상전면 주평리 579-5"
"30014160","장수군(장판리)","35-40-54","127-30-49","한국수자원공사","전라북도 장수군","천천면 장판리 418-1"
"30014170","진안군(신괴리)","35-52-01","127-32-48","한국수자원공사","전라북도 진안군","안천면 신괴리 177-1"
"30014180","장수군(삼봉리)","35-42-54","127-36-03","한국수자원공사","전라북도 장수군","장계면 삼봉리 748-4"
"30014190","장수군(원촌리)","35-48-27","127-37-46","한국수자원공사","전라북도 장수군","계북면 원촌리 1050-58"
"30014210","진안군(주양리)","35-58-04","127-25-34","한국수자원공사","전라북도 진안군","주천면 주양리 산17-9"
"30034010","무주군(무주중앙초교)","36-00-43","127-39-47","환경부","전라북도 무주군","무주읍 읍내리 향학로 87"
"30034020","무주군(적상초교)","35-55-54","127-39-24","환경부","전라북도 무주군","적상면 사산리 1235-1"
"30034030","무주군(삼가리)","35-53-35","127-39-38","한국수자원공사","전라북도 무주군","적상면 삼가리 산329-1"
"30034040","무주군(구천정수장)","35-53-09","127-46-37","환경부","전라북도 무주군","설천면 백련사길 132"
"30034050","무주군(증산리)","35-56-47","127-50-50","한국수자원공사","전라북도 무주군","무풍면 증산리 791-2"
"30034060","무주군(기곡리)","36-00-46","127-43-05","한국수자원공사","전라북도 무주군","설천면 기곡리 408-1"
"30044010","영동","36-11-00","127-47-00","기타","충청북도 영동군","영동읍              영동농고"
"30044020","금산","36-06-00","127-30-00","기타","전라북도 금산군","금산읍    중도리    금산군청"
"30044030","금산군(선원리)","36-04-14","127-32-12","한국수자원공사","충청남도 금산군","부리면 선원리 산142"
"30044040","영동군(산막리)","36-06-41","127-47-29","한국수자원공사","충청북도 영동군","양강면 산막리 산17-1"
"30054010","상주시(삼포리)","36-20-19","127-57-28","환경부","경상북도 상주시","모서면 삼포리 산22-4"
"30054020","영동군(궁촌리)","36-06-28","127-55-03","환경부","충청북도 영동군","상촌면 궁촌5길 6"
"30054030","영동군(남성리)","36-14-09","127-54-59","한국수자원공사","충청북도 영동군","황간면 남성리 산4-1"
"30054040","상주시(화동초교)","36-23-32","127-57-07","환경부","경상북도 상주시","화동면 이소1길 78"
"30054050","상주시(화령초교)","36-26-51","127-57-08","환경부","경상북도 상주시","화서면 화령로 57"
"30054060","영동군(웅북리)","36-15-25","128-01-13","환경부","충청북도 영동군","추풍령면 웅북리 555-11"
"30054070","상주시(득수리)","36-19-52","127-54-01","한국수자원공사","경상북도 상주시","모서면 득수리 250-1"
"30054080","영동군(궁촌리2)","36-19-52","127-55-44","한국수자원공사","충청북도 영동군","상촌면 궁촌리 128-1"
"30064010","개심","36-12-00","127-38-00","기타","충청북도 옥천군","이원면    개심리"
"30064020","옥천군(원동리)","36-14-20","127-39-09","한국수자원공사","충청북도 옥천군","이원면 원동리 산26-2"
"30074010","옥천군(청산초교)","36-20-46","127-47-39","환경부","충청북도 옥천군","청산면 지전길 36-19"
"30074030","보은군(삼산초교)","36-29-06","127-42-60","환경부","충청북도 보은군","보은읍 보은로 109-6"
"30074040","보은","36-28-00","127-44-00","환경부","",""
"30074050","보은군(관기초교)","36-26-08","127-49-19","환경부","충청북도 보은군","마로면 관기송현로 109"
"30074060","보은군(구병리)","36-28-31","127-52-38","한국수자원공사","충청북도 보은군","속리산면 구병리 산5"
"30074070","옥천군(도로관리사업소)","36-22-24","127-44-03","환경부","충청북도 옥천군","청성면 남부로 3172"
"30074080","보은군(동정리)","36-28-25","127-39-51","환경부","충청북도 보은군","수한면 동정리 75-3"
"30074090","보은군(이원리)","36-32-32","127-40-40","환경부","충청북도 보은군","내북면 이원리 234-3"
"30074100","옥천군(묘금리)","36-16-33","127-43-56","환경부","충청북도 옥천군","청성면 묘금리 67-2"
"30074110","보은군(송죽초교)","36-26-14","127-44-04","환경부","충청북도 보은군","삼승면 남부로 3927"
"30074130","보은군(삼가분교)","36-29-28","127-51-39","환경부","충청북도 보은군","속리산면 삼가구병길 9"
"30074140","보은군(신함리)","36-31-00","127-43-38","한국수자원공사","충청북도 보은군","보은읍 신함리 452-2"
"30074150","옥천군(산계리)","36-18-39","127-44-14","한국수자원공사","충청북도 옥천군","청성면 산계리 산64"
"30074160","부여군(삼산리)","36-20-34","126-43-01","한국수자원공사","충청남도 부여군","외산면 삼산리 84"
"30084010","옥천","36-17-50","127-35-55","환경부","충청북도 옥천군","옥천면 매화리 농업기술센터"
"30084030","옥천군(안내초교)","36-23-39","127-39-42","환경부","충청북도 옥천군","안내면 현리길 74"
"30084040","옥천군(대정리)","36-23-05","127-32-30","한국수자원공사","충청북도 옥천군","군북면 대정리 답574-8"
"30084050","금산군(마전리)","36-11-24","127-28-10","한국수자원공사","충청남도 금산군","추부면 마전리 353-2"
"30084060","금산군(상곡리)","36-12-17","127-34-35","한국수자원공사","충청북도 옥천군","이원면 윤정리 268-1"
"30084070","청주시(문화재조사연구단)","36-27-18","127-26-39","환경부","충청북도 청주시","서원구 현도면 노산2길 3-57"
"30084080","청원군(상장리)","36-30-46","127-30-31","한국수자원공사","충청북도 청주시","문의면 상장리 산1-8"
"30084090","옥천군(인포리)","36-22-11","127-39-22","한국수자원공사","충청북도 옥천군","안내면 인포리 390-2"
"30094010","금산군(신대리)","36-12-50","127-22-45","환경부","충청남도 금산군","복수면 신대리 448"
"30094020","대전시(원촌교)","36-22-42","127-24-36","환경부","대전광역시 대덕구","대화동 원촌교"
"30094030","대전시(두계교)","36-15-59","127-16-44","환경부","대전광역시 유성구","방동 두계교"
"30094040","대전시(만년교)","36-21-06","127-20-59","환경부","대전광역시 서구","월평동 만년교"
"30094050","대전시(인창교)","36-19-25","127-26-04","환경부","대전광역시 동구","인동 인창교"
"30104010","세종시(부강면사무소)","36-31-45","127-22-16","환경부","세종특별자치시","부강면 부강5길 38"
"30114010","천안시(병천초교)","36-45-54","127-18-00","환경부","충청남도 천안시","병천면 병천2로 35"
"30114020","청주시(흥덕교)","36-38-48","127-28-53","환경부","충청북도 청주시","흥덕구 운천동 흥덕교"
"30114030","진천군(진천여중)","36-52-09","127-27-22","환경부","충청북도 진천군","진천읍 성석리 산8-6"
"30114040","청주시(가덕초교)","36-34-41","127-34-39","환경부","충청북도 청주시상당구","가덕면 병암리 97-1"
"30114050","음성군(대소보건지소)","36-58-21","127-29-02","환경부","충청북도 음성군","대소면 오태로 57-16"
"30114060","증평군(반탄교)","36-47-01","127-34-21","환경부","충청북도 증평군","증평읍 초중리 518 (반탄교)"
"30114070","세종시(농정원)","36-35-33","127-17-33","환경부","세종특별자치시","조치원읍 군청로 87-16"
"30114090","음성군(쌍봉리)","37-00-10","127-33-19","환경부","충청북도 음성군","금왕면 쌍봉리 488"
"30114100","천안시(화청교)","36-45-43","127-23-53","환경부","충청남도 천안시","동면 화덕리 650"
"30114110","옥산","36-40-28","127-21-42","환경부","충청북도 청원군 옥산면","환희리"
"30114120","초평","36-50-49","127-31-54","환경부","충청북도 진천군 초평면","용정리 금곡교"
"30124010","공주시(금강교)","36-28-13","127-07-40","환경부","충청남도 공주시","신관동 금강교입구"
"30124020","부여군(홍산초교)","36-13-03","126-45-45","환경부","충청남도 부여군","홍산면 홍산로111번길 7"
"30124030","부여","36-16-00","126-55-00","기타","충청북도 부여군","부여읍    구료리"
"30124040","청양군(청양읍사무소)","36-27-13","126-48-24","환경부","충청남도 청양군","청양읍 칠갑산로9길 32"
"30124050","청양군(119안전센터)","36-25-05","126-56-24","환경부","충청남도 청양군","정산면 용두리 76-8"
"30124060","공주시(정안면사무소)","36-36-31","127-07-13","환경부","충청남도 공주시","정안면 정안중앙길 157"
"30124070","공주시(반포중)","36-24-13","127-14-35","환경부","충청남도 공주시","반포면 원당1길 28"
"30124080","공주시(복룡리)","36-20-44","127-04-05","환경부","충청남도 공주시","이인면 복룡리 562-4"
"30124090","부여군(백제교)","36-16-33","126-53-30","환경부","충청남도 부여군","규암면 규암리 백제교"
"30124100","공주시(유구초교)","36-33-13","126-57-02","환경부","충청남도 공주시","유구읍 석남리 196-1"
"30124110","세종시(문성교)","36-30-53","127-11-46","환경부","세종특별자치시","장군면 평기리 349-9"
"30124120","우성","36-28-57","127-02-36","환경부","충청남도 공주시 사곡면","화월리 국재교"
"30134010","논산시(연산중)","36-12-48","127-12-25","환경부","충청남도 논산시","연산면 청동로 113-14"
"30134020","완주군(장선초교)","36-05-28","127-16-45","환경부","전라북도 완주군","운주면 장선리 505-1"
"30134030","탑정","36-10-32","127-09-00","한국농어촌공사","충청남도 논산군","가야곡면  동면리"
"30134040","논산시(동산초교)","36-08-25","127-14-30","환경부","충청남도 논산시","양촌면 황산벌로 436번길 43-4"
"30134050","논산시(토양리)","36-08-57","127-06-09","환경부","충청남도 논산시","은진면 토양리 69(도)"
"30144010","논산시(황산리)","36-09-16","127-00-31","환경부","충청남도 논산시","강경읍 금백로 45"
"30144020","익산시(함열초교)","36-04-47","126-57-55","환경부","전라북도 익산시","함열읍 함열8길 2"
"30144030","서천군(망월리)","36-01-46","126-45-25","환경부","충청남도 서천군","화양면 망월리 2-1"
"30144040","서천군(충남디자인예술고)","36-05-21","126-48-13","환경부","충청남도 서천군","한산면 한마로 114"
"30144050","익산시(연동리)","36-02-02","127-02-06","환경부","전라북도 익산시","삼기면 연동리 산1-1"
"31014010","홍성군(홍성초교)","36-35-59","126-39-28","환경부","충청남도 홍성군","홍성읍 조양로 43"
"31014020","예산군(예산국토)","36-41-23","126-47-52","환경부","충청남도 예산군","오가면 오가중앙로 69"
"31014030","예산군(덕산면사무소)","36-42-05","126-39-55","환경부","충청남도 예산군","덕산면 덕산온천로 391"
"31014040","삽교호","36-53-16","126-49-46","한국농어촌공사","충청남도 당진군 신평면","운정"
"31014050","예당","37-54-00","126-30-00","한국농어촌공사","충청남도 예산군 대흥면","노동"
"31014060","궁평","36-44-00","127-00-00","한국농어촌공사","충청남도 아산시 송악면","궁평리"
"31014070","아산","36-46-48","127-00-44","한국농어촌공사","충청남도 아산시 모종면",""
"31014090","당진시(순성초교)","36-50-36","126-42-42","환경부","충청남도 당진시","순성면 순성로 473"
"31014100","청양군(가남초교)","36-30-57","126-47-17","환경부","충청남도 청양군","비봉면 록평리 28-9"
"31014110","예산군(신양리)","36-35-59","126-51-40","환경부","충청남도 예산군","신양면 신양리 434"
"31014120","아산시(초사초교)","36-45-05","126-58-24","환경부","충청남도 아산시","초사길 122"
"31014130","아산시(동방초교)","36-46-47","127-06-48","환경부","충청남도 아산시","배방읍 휴대세교길 7-7"
"31014140","천안시(신흥교)","36-42-11","127-06-48","환경부","충청남도 천안시","동남구 광덕면 매당리 신흥교"
"31014150","아산시(강청교)","36-49-18","126-56-01","환경부","충청남도 아산시","염치읍 강청리 강청교"
"31014160","광시","36-33-39","126-46-45","한국농어촌공사","충청남도 예산군","광시면 광시리 광시교"
"31014170","대흥","36-38-16","126-48-54","한국농어촌공사","충청남도 예산군","대흥면 노동리 대흥관리소"
"31014180","송석","36-41-05","126-56-42","한국농어촌공사","충청남도 예산군","대술면 송석리 송석저수지"
"31014190","예산2","36-40-05","126-50-07","한국농어촌공사","충청남도 예산군","예산읍 주교리 농진공예산지사"
"31014192","예산군(은사교)","36-33-39","126-46-45","환경부","충청남도 예산군","광시면 용두리 은사교"
"31014195","신대교","36-34-10","126-47-07","한국농어촌공사","충청남도 예산군 광시면","관음리 190-15 인근 교량"
"31014198","배약교","36-36-42","126-50-56","한국농어촌공사","충청남도 예산군 신양면","녹문리 308번지 인근 교량"
"32034010","보령시(미산면사무소)","36-12-39","126-40-39","환경부","충청남도 보령시","미산면 내평리 357-2"
"32034020","보령시(미산초교)","36-17-19","126-40-40","환경부","충청남도 보령시","미산면 도화담리 94"
"32034050","보령시(보령댐)","36-14-50","126-37-58","한국수자원공사","충청남도 보령시","미산면 용수리 산39-1"
"32034060","보령시(도화담리)","36-17-11","126-40-48","한국수자원공사","충청남도 보령시","미산면 도화담리 79"
"32034070","청천","36-22-46","126-37-32","한국농어촌공사","충남 보령시 죽정동","48-1"
"33014010","완주군(고산중교)","35-58-43","127-12-30","환경부","전라북도 완주군","고산면 읍내3길 41 고산중학교"
"33014020","군산시(임피초교)","35-59-15","126-50-56","환경부","전라북도 군산시","임피면 읍내리 임피초등학교"
"33014030","경천","36-01-16","127-14-20","한국농어촌공사","전라북도 완주군 경천면","경천"
"33014040","대아","35-58-57","127-15-47","한국농어촌공사","전라북도 완주군 고산면","소향"
"33014050","동상","35-57-11","127-16-27","한국농어촌공사","전라북도 완주군 동상면","수만"
"33014060","대천","35-53-47","127-04-40","환경부","전라북도 완주군 삼례읍","삼례리 삼례교"
"33014070","완주군(구이초교)","35-43-13","127-07-12","환경부","전라북도 완주군","구이면 항가리 구이초등학교"
"33014080","김제시(용지초교)","35-51-17","126-57-32","환경부","전라북도 김제시","용지면 구암리 용지초등학교"
"33014090","익산시(미륵초교)","36-00-05","127-01-21","환경부","전라북도 익산시","금마면 용순리 미륵초등학교"
"33014100","전주시(미산교)","35-52-46","127-05-51","환경부","전라북도 전주시","덕진구 전미동2가 미산교"
"33014110","완주군(용봉교)","35-56-31","127-10-15","환경부","전라북도 완주군","봉동읍 장기리 용봉교"
"33014120","완주군(용진초교)","35-51-26","127-10-32","환경부","전라북도 완주군","용진면 상삼리 용진초등학교"
"33024020","김제시(금구초교)","35-46-27","127-00-47","환경부","전라북도 김제시","금구면 금구리 금구초등학교"
"33024030","정읍시(고부초교)","35-37-17","126-46-17","환경부","전라북도 정읍시","고부면 고부리 고부초등학교"
"33024040","김제시(김제중앙중교)","35-49-42","126-53-20","환경부","전라북도 김제시","옥산동 김제중앙중학교"
"33024050","정읍시(태인중교)","35-39-14","126-56-14","환경부","전라북도 정읍시","태인면 태성리 태인중학교"
"33024070","정읍시(산외중교)","35-37-08","127-02-41","환경부","전라북도 정읍시","산외면 정량리 산외중학교"
"33024080","정읍시(정읍북초교)","35-34-43","126-50-58","환경부","전라북도 정읍시","농소동 정읍북초등학교"
"33034030","부안군(부안댐)","35-40-43","126-34-18","한국수자원공사","전라북도 부안군","변산면 부안댐로 286-26"
"33034040","부안군(부안청림천문대)","35-39-28","126-36-55","한국수자원공사","전라북도 부안군 상서면","청림리 523-3"
"40014030","약수","35-25-29","126-55-40","한국농어촌공사","전라남도 장성군 북하면","약수리"
"40014050","순창군(시산리)","35-29-06","126-56-22","한국수자원공사","전라북도 순창군","쌍치면 시산리"
"40014060","임실군(용암리)","35-38-26","127-12-26","한국수자원공사","전라북도 임실군","신평면 용암리"
"40014070","진안군(도통리)","35-42-30","127-20-48","한국수자원공사","전라북도 진안군","성수면 도통리"
"40024010","강진","35-31-37","127-09-55","환경부","",""
"40024020","임실군(섬진강댐)","35-32-22","127-06-49","한국수자원공사","전라북도 임실군","강진면 용수리 산5"
"40024030","임실군(일중리)","35-29-47","127-09-00","환경부","전라북도 임실군","덕치면 일중리"
"40024040","임실군(두복리)","35-34-03","127-10-08","환경부","전라북도 임실군","청웅면 두복리 백련산정상"
"40024050","순창군(평남리)","35-25-24","127-12-57","환경부","전라북도 순창군","적성면 평남리"
"40024060","임실군(청웅면사무소)","35-34-10","127-12-04","환경부","전라북도 임실군 청웅면",""
"40034010","임실군(문화체육센터)","35-32-43","127-19-59","환경부","전라북도 임실군","오수면 오수리 임실군문화체육센터"
"40034020","순창군(현포리)","35-26-22","127-14-43","환경부","전라북도 순창군","동계면 현포리"
"40034030","임실군(오봉리)","35-37-48","127-20-52","환경부","전라북도 임실군","성수면 오봉리"
"40044010","곡성군(옥과톨게이트)","35-15-41","127-07-01","환경부","전라남도 곡성군","오산면 연화리 (옥과TG)"
"40044020","순창","35-22-18","127-08-25","환경부","",""
"40044030","순창군(옥천교)","35-22-29","127-08-00","환경부","전라북도 순창군","순창읍 순화리 옥천교"
"40044040","순창군(유적교)","35-23-34","127-12-33","환경부","전라북도 순창군","적성면 고원리 유적교"
"40044060","남원시(신덕리)","35-19-53","127-12-60","환경부","전라북도 남원시","대강면 신덕리"
"40044070","곡성군(괴소리)","35-13-40","127-13-33","환경부","전라남도 곡성군 삼기면",""
"40054020","남원시(동림교)","35-24-31","127-23-29","환경부","전라북도 남원시","신촌동 동림교"
"40054030","장수군(동화저수지)","35-32-44","127-32-19","환경부","전라북도 장수군","번암면 죽림리 (동화저수지)"
"40054040","남원시(요천대교)","35-19-08","127-18-41","환경부","전라북도 남원시","송동면 세전리 요천대교"
"40064010","곡성군(고달교)","35-17-41","127-19-46","환경부","전라남도 곡성군","고달면 뇌죽리 고달교 상류"
"40074020","복내","34-53-21","127-07-28","환경부","",""
"40074030","보성","35-45-45","127-05-37","환경부","",""
"40074040","보성","34-48-08","127-08-50","한국수자원공사","전라남도 보성군","겸백면 용산리 산 35-1"
"40074050","화순군(동복댐)","35-04-50","127-06-15","한국수자원공사","전라남도 화순군","동복면 연월리 산 127-2"
"40074060","보성군(복내리)","34-53-36","127-08-12","한국수자원공사","전라남도 보성군","복내면 복내리 197-6"
"40074070","순천시(우산리)","34-58-14","127-13-34","한국수자원공사","전라남도 순천시","송광면 우산리 795-5"
"40074080","순천시(주암댐)","35-03-30","127-14-19","한국수자원공사","전라남도 순천시","주암면 구산리 786-1"
"40074082","장흥군(봉동리)","34-46-43","127-00-34","한국수자원공사","전라남도 장흥군","장동면 봉동리 245-1"
"40074090","보성군(보성강댐)","34-48-08","127-08-50","한국수자원공사","전라남도 보성군","겸백면 용산리 산 35-1(취수탑)"
"40074092","보성강댐","34-47-02","127-09-14","한국수력원자력","전남 보성군","득량면 충의로 1771-1"
"40074126","웅치","34-41-56","127-00-21","한국수력원자력","전라남도 보성군 웅치면 용반리",""
"40074127","장평","34-47-56","126-55-59","한국수력원자력","전라남도 장흥군 장평면 봉림리",""
"40074140","화순군(동가리)","34-57-48","127-03-58","한국수자원공사","전라남도 화순군","한천면 동가리 311-8"
"40074143","화순군(맹리)","35-10-32","127-05-44","한국수자원공사","전라남도 보성군","북면 맹리 568-3"
"40074145","보성교","34-46-14","127-05-40","한국수력원자력","전라남도 보성군 보성읍","옥평리 893-5 보성교(구)"
"40074146","죽동교","34-47-34","127-00-05","한국수력원자력","전라남도 장흥군 장평면","녹양리 557"
"40074147","광곡교","34-47-42","127-04-25","한국수력원자력","전라남도 보성군 노동면","광곡리 758-1"
"40084010","곡성군(태안교)","35-09-37","127-20-48","환경부","전라남도 곡성군","죽곡면 유봉리 태안교"
"40084020","곡성군(석곡톨게이트)","35-07-36","127-15-00","환경부","전라남도 곡성군","석곡면 유정리 (석곡TG)"
"40094010","하동","35-04-15","127-44-33","기타","경상남도 하동","하동 읍내"
"40094030","삼일암","35-15-38","127-28-01","기타","전라남도 구례군","광의군 방광리"
"40094040","범왕","35-16-55","127-37-15","기타","경상남도 하동","화개 범왕"
"40094050","하동군(묵계리)","35-14-35","127-42-34","환경부","경상남도 하동군","청암면 묵계리 (주차장)"
"40094060","구례군(구례교)","35-09-56","127-27-15","환경부","전라남도 구례군","구례읍 신월리 구례교"
"40094070","구례군(문수리경로당)","35-13-24","127-31-14","환경부","전라남도 구례군","토지면 상죽길 8 문수리경로당"
"40094080","하동군(쌍계초교)","35-14-02","127-38-42","환경부","경상남도 하동군","화개면 운수리 쌍계초등학교"
"40094090","하동군(읍내리)","35-04-00","127-44-26","환경부","경상남도 하동군","하동읍 읍내리"
"40094100","하동군(횡천초교)","35-06-39","127-48-30","환경부","경상남도 하동군","횡천면 횡천리 횡천초등학교"
"40094110","곡성군(예성교)","35-11-55","127-22-27","환경부","전라남도 곡성군","오곡면 압록리"
"40094120","광양시(남도대교)","35-10-54","127-37-35","환경부","전라남도 광양시","다압면 하천리"
"40094140","광양시(다압취수장)","35-08-14","127-40-60","환경부","전라남도 광양시","다압면 고사리(다압취수장)"
"40094150","순천시(괴목리)","35-06-06","127-25-43","환경부","전라남도 순천시","황전면 괴목리"
"40094160","구례군(서시교)","35-12-40","127-28-29","환경부","전라남도 구례군","구례읍 봉동리 서시교"
"40094170","구례군(문수리)","35-17-35","127-31-44","환경부","전라남도 구례군 토지면","문수리"
"41044020","순천시(주암조절지댐)","34-56-33","127-25-40","한국수자원공사","전라남도 순천시","상사면 용계리 산 212-1"
"41044030","순천시(죽학리)","34-59-16","127-21-54","한국수자원공사","전라남도 순천시","승주읍 죽학리 75-14"
"41044040","순천국토관리사무소","34-55-54","127-29-28","환경부","전라남도 순천시","덕월동 순천국토관리사무소"
"41054030","광양시(수어댐)","35-01-46","127-43-14","한국수자원공사","전라남도 광양시","진상면 섬거리 35-1"
"41054050","광양시(어치리)","35-04-35","127-40-41","한국수자원공사","전라남도 광양시","진상면 어치리 737"
"50014010","용면","35-22-00","126-59-00","한국농어촌공사","전라남도 담양군 용면",""
"50014020","광주광역시(대성초교)","35-08-37","126-54-17","환경부","광주광역시 남구","서동 대성초등학교"
"50014030","담양군(광주댐)","35-11-60","126-59-22","환경부","전라남도 담양군","고서면 분향리 광주댐내"
"50014040","광주광역시(무등산2중계소)","35-06-54","126-59-49","환경부","광주광역시 동구","용연동 무등산2중계소"
"50014050","담양군(담양댐)","35-22-24","127-00-50","환경부","전라남도 담양군","용면 도림리 취수탑 도교"
"50014060","담양군(삼지교)","35-16-14","126-56-09","환경부","전라남도 담양군","수북면 정중리 삼지교 하류"
"50014070","담양군(담양홍수조절지)","35-20-06","126-58-02","한국수자원공사","전라남도 담양군 월산면","화방리 201-3"
"50024010","장성","35-19-02","126-48-28","환경부","전라남도 장성군 장성읍","선산리 농촌지도소"
"50024020","장성군(백암저수지)","35-26-50","126-46-31","환경부","전라남도 장성군","북이면 백암리 백암제"
"50024030","장성군(장성댐)","35-21-16","126-49-11","환경부","전라남도 장성군","장성읍 용강리 취수탑"
"50024040","장성군(월평리)","35-17-26","126-46-37","환경부","전남 장성군 황룡면",""
"50024050","장성군(수산리)","35-18-14","126-40-15","한국수자원공사","전남 장성군 삼계면","수산리 789"
"50024051","장성군(평림댐)","35-17-07","126-40-57","한국수자원공사","전남 장성군 삼계면","수옥리 861-21"
"50034030","나주시(나주댐)","34-57-51","126-50-40","환경부","전라남도 나주시","다도면 판촌리 취수탑 도교"
"50034040","화순군(신성교)","35-00-12","126-53-47","환경부","전라남도 화순군","도곡면 평리 신성교 하류"
"50034050","광주광역시(양과동)","35-05-10","126-51-59","환경부","광주광역시 남구","양과동 (구)대촌동초등학교"
"50034060","화순군(동면초교)","35-01-52","127-02-29","환경부","전라남도 화순군","동면 장동리 동면초등학교"
"50034070","화순군(청풍초교)","34-52-31","126-58-16","환경부","전라남도 화순군","청풍면 차리 청풍초등학교"
"50034080","화순군(화순홍수조절지)","34-55-38","126-59-04","한국수자원공사","전라남도 화순군 청풍면","풍암리 91-1"
"50044010","영산포","34-59-38","126-47-54","환경부","전라남도 화순군 능주면","능주교"
"50044020","도암","34-59-04","126-43-56","환경부","전라남도 나주시 이창동","영산포여중"
"50044030","광주광역시(동곡초교)","35-05-52","126-46-23","환경부","광주광역시 광산구","하산동 동곡초등학교"
"50044040","나주시(봉황초교)","34-57-27","126-47-21","환경부","전라남도 나주시","봉황면 죽석리 봉황초등학교"
"50054010","장성군(삼서면사무소)","35-13-55","126-38-45","환경부","전라남도 장성군","삼서면 대곡리 삼서면사무소"
"50054020","함평군(나산교)","35-06-41","126-36-43","환경부","전라남도 함평군","나산면 삼축리 나산교 하류"
"50064020","함평군(기산초교)","35-04-04","126-31-04","환경부","전라남도 함평군","함평읍 기각리 기산초등학교"
"50074010","영암군(도포중교)","34-50-60","126-38-37","환경부","전라남도 영암군","도포면 구학리 도포중학교"
"50074020","영암군(장천초교)","34-45-20","126-34-54","환경부","전라남도 영암군 서호면",""
"50084010","하구언(내)","34-47-10","126-26-57","환경부","전라남도 영암군","삼호면 나불리 삼호대교"
"51014020","강진군(병영면사무소)","34-43-02","126-48-46","환경부","전라남도 강진군","병영면 성남리 병영면사무소"
"51014030","장흥군(조양리)","34-48-03","126-50-03","환경부","전라남도 장흥군","유치면 조양리 버스승강장옆"
"51014040","영암군(한대리)","34-48-23","126-47-04","한국수자원공사","전라남도 영암군","영암읍 한대리 262-1"
"51014050","장흥군(운월리)","34-50-11","126-51-13","한국수자원공사","전라남도 장흥군","유치면 운월리 603"
"51014060","장흥군(장흥댐)","34-45-01","126-53-20","한국수자원공사","전라남도 장흥군","부산면 지천리 133-1"
"51014070","탐진댐","34-45-09","126-53-38","한국수자원공사","전라남도 장흥군 부산면","지천리133-1"
"51014080","강진군(작천중교)","34-42-22","126-46-16","환경부","전라남도 강진군","작천면 평리3길 1 작천중학교"
"51014090","강진군(석교교)","34-38-10","126-48-59","환경부","전라남도 강진군","군동면 석교리 석교교 상류"
"51014100","장흥군(별천교)","34-43-53","126-54-22","환경부","전라남도 장흥군","부산면 금자리 별천교 하류"
"51014150","병영","34-42-52","126-49-09","환경부","전라남도 강진군 병영면","병영면사무소 내"
"53024010","목포","34-47-00","126-23-00","환경부","전라남도 목포시 유달동","서산국교"
"99999999","평림댐","35-18-14","126-40-15","한국수자원공사","전라남도 장성군","삼계면 수옥리 762-3"
