obs_id
1001602
1001620
1001622
1001625
1001626
1001629
1001630
1001645
1001649
1001655
1001658
1001660
1001670
1001690
1002605
1002610
1002615
1002625
1002635
1002640
1002650
1002675
1002680
1002685
1002687
1002698
1003605
1003620
1003636
1003642
1003645
1003657
1003658
1003660
1003661
1004620
1004645
1004646
1004661
1004670
1004680
1004693
1004695
1005605
1005640
1005695
1005697
1006630
1006650
1006660
1006665
1006666
1006670
1006672
1006680
1006690
1007604
1007605
1007610
1007615
1007617
1007620
1007625
1007633
1007635
1007639
1007640
1007642
1007645
1007650
1007655
1007660
1007662
1007680
1007685
1007690
1007697
1010633
1010674
1010695
1011620
1011695
1012630
1012635
1012640
1012645
1012685
1013637
1013645
1013650
1013655
1014620
1014630
1014640
1014645
1014650
1014665
1014680
1015620
1015644
1015645
1015655
1015680
1016607
1016650
1016660
1016670
1016695
1018610
1018620
1018623
1018625
1018630
1018635
1018638
1018640
1018650
1018655
1018658
1018662
1018665
1018669
1018670
1018675
1018680
1018683
1018690
1018692
1018693
1018695
1018697
1018698
1019620
1019630
1019667
1019675
1019680
1021630
1021680
1022626
1022630
1022635
1022640
1022647
1022648
1022650
1022655
1022662
1022668
1022670
1022680
1023640
1023660
1023662
1023670
1023674
1023680
1101605
1101610
1101618
1101620
1101628
1101630
1101635
1101645
1101650
1101663
1101665
1101670
1101680
1301630
1301658
1302648
1302668
1302670
1303610
1303650
1303680
2001610
2001615
2001625
2001628
2001655
2002634
2002685
2002695
2003640
2003670
2003690
2004605
2004629
2004635
2004640
2004650
2004668
2004680
2004695
2005640
2005643
2005650
2005660
2005680
2006625
2006630
2006665
2006675
2007620
2007640
2007660
2007680
2007682
2007686
2008628
2008630
2008631
2008633
2008635
2008645
2008650
2008665
2008690
2009618
2009620
2009670
2009680
2009682
2010635
2010650
2011625
2011640
2011648
2011649
2011650
2011660
2011665
2011696
2012625
2012628
2012632
2012640
2012645
2012648
2012650
2012652
2012653
2012660
2012665
2012666
2012670
2012690
2012695
2012696
2013615
2013620
2013629
2013630
2013640
2013650
2013685
2013690
2014620
2014640
2014650
2014651
2014660
2014680
2014690
2014697
2014699
2015630
2016660
2016680
2017620
2017630
2017670
2017685
2018609
2018635
2018640
2018645
2018662
2018674
2019610
2019620
2019625
2019635
2019640
2019647
2019653
2019655
2019680
2019685
2019695
2020603
2020605
2020615
2020640
2020646
2020647
2020650
2020651
2020675
2020680
2021610
2021630
2021640
2021665
2021670
2021675
2021677
2021685
2021690
2022610
2022640
2022655
2022660
2022662
2022670
2022678
2022680
2022685
2022688
2022690
2101610
2101620
2101624
2101625
2101650
2101668
2101675
2101690
2201611
2201630
2201640
2201660
2201670
2201685
2201690
2301630
2301650
2301670
2302640
2302650
2302655
2401613
2401616
2401633
2401650
2401690
2402630
2402680
2403620
3001605
3001610
3002650
3002655
3003617
3003620
3003660
3003675
3003680
3003692
3003694
3004637
3004640
3004645
3004680
3004685
3004690
3005670
3005675
3005690
3006680
3006690
3007610
3007620
3007640
3007645
3007650
3007660
3008605
3008630
3008670
3008695
3009608
3009617
3009620
3009630
3009640
3009645
3009650
3009655
3009665
3009670
3009673
3009675
3009680
3009693
3009698
3010620
3010660
3011613
3011615
3011617
3011620
3011623
3011624
3011625
3011628
3011630
3011631
3011633
3011635
3011641
3011643
3011645
3011647
3011650
3011652
3011653
3011660
3011663
3011665
3011668
3011675
3011685
3011687
3011695
3012602
3012603
3012605
3012607
3012608
3012609
3012612
3012620
3012625
3012633
3012634
3012635
3012637
3012650
3012655
3012662
3012664
3012665
3012674
3012675
3012680
3012681
3012685
3012690
3013603
3013605
3013630
3013665
3013668
3013670
3013685
3014610
3014650
3014670
3014680
3101604
3101613
3101625
3101627
3101630
3101635
3101638
3101639
3101640
3101645
3101650
3101652
3101655
3101660
3101667
3101670
3101672
3101673
3101675
3101683
3101685
3101690
3101693
3101696
3201690
3203620
3203652
3301625
3301630
3301635
3301640
3301645
3301654
3301655
3301657
3301662
3301665
3301670
3301675
3301685
3302615
3302620
3302630
3302643
3302645
3302653
3302654
3302658
3302660
3302665
3302680
4001610
4002620
4002640
4002690
4003650
4003690
4004615
4004630
4004640
4004650
4004660
4004680
4004690
4005645
4005660
4005670
4005690
4006667
4006680
4007661
4008670
4009608
4009610
4009618
4009622
4009630
4009638
4009640
4009665
4009670
4104665
4104680
4104685
4105630
4105640
5001615
5001625
5001627
5001640
5001645
5001650
5001655
5001660
5001670
5001673
5001680
5002643
5002650
5002660
5002677
5002690
5003605
5003610
5003615
5003620
5003650
5003680
5004620
5004650
5004655
5004670
5004698
5005650
5005680
5006610
5006620
5006630
5006670
5101650
5101670
5101675
5101690
5301660
5302660
6001650
6002670
6003620
6004670
